codice,denominazione,ubicazione,comune,coordinata_x,coordinata_y,latitudine,longitudine,codice_zona,osm_id,dist
605022,CODIGORO CENTRO ACQUEDOTT,VIA PANBIANCO 46,CODIGORO,745838,969216,"44,832156","12,109026",617,1067781156,5.360037313358538e-05
611015,CORTE ROSMUNDA,STRADA PROVINCIALE (BORGATA BOSCHETTO),LAGOSANTO,750004,962736,"44,772459","12,158468",628,1067781169,6.805916544105018e-05
614039,ITALBA SCUOLE,PONTE MAODINO - MASSENZATICA 87,ITALBA,749532,975553,"44,887829","12,158805",617,1067781180,6.645810710167725e-05
605067,VOLANO CHIESA,LOCALIT? PER VOLANO,VOLANO,757535,966639,"44,804856","12,255467",605,1067781196,0.0001371807931187744
606019,VIA VALLI BASSE 11,PODERALE VALLI BASSE 7,COMACCHIO,753724,961612,"44,761041","12,204849",601,1067781201,0.00014739148550814454
613008,CORTE SICILIA2,VIA MARE,MASSA FISCAGLIA,744724,961240,"44,760843","12,09112",625,1067781206,2.6461292482271204e-05
611029,LA PASSERELLA [123],VIA ARGINE SPINO N. FR. 3,LAGOSANTO,748153,958862,"44,738283","12,133226",627,1067781222,6.081850047473951e-05
617024,LE VILLETTE,VIA COMACCHIO 57,SAN GIOVANNI,741009,957583,"44,729234","12,04252",626,1067781223,0.0001382316895673839
615004,MIGLIARINO,VIA CODIGORO 10,MIGLIARINO,731932,961634,"44,76866","11,929884",623,1067781233,0.00013799775360645144
605072,IDICE,CODIGORO - LAGOSANTO 13,CODIGORO,746437,967261,"44,814376","12,115646",617,1067781238,5.192273105042164e-05
625011,BAR TROMBINI,VIA GORINO 96,GORINO,764841,968825,"44,82182","12,348834",619,1067781242,5.871865121067113e-05
606092,VOLANO - VIA DEL BOSCO 2,VIALE DEL BOSCO F63,COMACCHIO,758111,965604,"44,795345","12,262214",605,1067781244,9.666462641690448e-05
613006,V. POZZI2,VIA MARE,MASSA FISCAGLIA,744400,962167,"44,769287","12,087476",625,1067781246,9.142149637855017e-05
605082,EX SCUOLE,SP 53 CODIGORO - LAGOSANTO 48,CODIGORO,747056,963884,"44,783806","12,121824",628,1067781257,0.00013151767942245747
606112,LAGO NAZIONI [064],VIALE DEL LAGO,COMACCHIO,755850,961096,"44,755644","12,231411",601,1067781258,0.00016108662266109882
614005,BIVIO VIA MARZURA,VIA CRISTINA,MESOLA,756891,973618,"44,867813","12,250865",618,1067781268,4.398840756616308e-05
615007,OSTELLATO STAZIONE,VIA COMACCHIO FRONTE 89,MIGLIARINO,732397,959344,"44,74792","11,934709",623,1067781271,0.00022843364463178044
605062,PASSO POMPOSA,ROMEA 7,CODIGORO,751273,968540,"44,824181","12,177346",617,1067781279,3.360431519848433e-05
606028,BUCCHETTO [028*],VIALE DELLE REGIONI 100 M DOPO SP 15,COMACCHIO,749434,957859,"44,728821","12,148892",627,1067781283,0.00012945922137455766
606106,VIALE PORTOGALLO [059],VIALE PORTOGALLO 25,LIDO DELLE NAZIONI,756812,959625,"44,742077","12,242805",601,1067781284,0.0001641761553928598
605021,CODIGORO CENTRO ACQUEDOTT,VIA PAMBIANCO 33,CODIGORO,745801,969266,"44,832618","12,108583",617,1067781294,0.00014364971284741717
606021,VIA VALLI BASSE 15,PODERALE VALLI BASSE 15,COMACCHIO,754612,961570,"44,760347","12,216031",601,1067781310,0.00014561679161207604
617012,BIVIO CAMPOLUNGO,VIA COMACCHIO 26,OSTELLATO,734656,959292,"44,746714","11,963184",626,1067781332,0.00010005223635711034
611026,FONDO GIAMBI [124],VIA ARGINE SPINO N. FR. 4,LAGOSANTO,748235,959325,"44,742416","12,134486",627,1067781346,6.318172204466149e-05
611007,BORGO TARONI - BOSCHETTO,LAGOSANTO - VACCOLINO 39,BOSCHETTO,750484,965669,"44,798653","12,165967",628,1067781357,4.401636059015845e-05
605013,PONTE FOSSETTO,DI CODIGORO 68,CODIGORO,744519,971473,"44,852899","12,093451",617,1067781362,6.194836559623973e-05
606014,CA CANTIN PIZZERIA,STRADA ROMEA (LIDO DELLE NAZIONI),COMACCHIO,752292,962796,"44,772192","12,187369",629,1067781370,8.030224156461493e-05
606107,VIALE FRANCIA 47,VIALE FRANCIA 40,LIDO DELLE NAZIONI,756769,960189,"44,747162","12,242547",601,1067781374,0.00011475752698572649
605049,PONTE QUAGLIOTTO,ROMEA 47,CODIGORO,751180,971687,"44,8525","12,177727",617,1067781385,0.0002824283271905292
606045,BIVIO VALLI BASSE,STRADA ROMEA (LIDO DELLE NAZIONI),COMACCHIO,752711,961678,"44,761994","12,192102",601,1067781391,0.00018346828063737998
606056,VILLAGGIO DELLE ROSE,VIA LIDO DI VOLANO,COMACCHIO,758140,966471,"44,803127","12,263019",605,1067781395,0.00011837419481997247
617008,OSTELLATO,VIA GIUSEPPE GARIBALDI CIV.17,OSTELLATO,733019,959057,"44,745137","11,942425",623,1067781399,0.00039274706873592937
614018,BUFFALARA,VIA NUOVA CORRIERA F190,MESOLA,754870,976312,"44,892755","12,226677",618,1067781412,4.881475187051403e-05
610028,CORTE IPPOLITO,COPPARO - CODIGORO 1,JOLANDA DI SAVOIA,739591,973284,"44,870857","12,032028",616,1067781446,0.00010397177501591703
606037,VACCOLINO PER LAGOSANTO,LAGOSANTO - VACCOLINO 51,VACCOLINO,751428,965940,"44,800756","12,178018",629,1067781460,0.00012100157023736314
605026,CRISTALMETA,LOC PER POMPOSA NORD 8,CODIGORO,746454,969306,"44,832752","12,116852",617,1067781467,0.0001099623571980243
606017,VIA VALLI BASSE 3,STRADA PODERALE VALLI BASSE,COMACCHIO,752788,961658,"44,761787","12,193064",601,1067781481,0.00011713381236828907
625005,GORO - BARIN,VIA CRISTINA 72,GORO,760567,972138,"44,853173","12,296562",619,1067781484,0.00012086951642242534
605047,ITALBA,MASSENZATICA 69,ITALBA,749400,975028,"44,883157","12,156878",617,1067781490,6.0500000003571586e-05
605065,BIVIO VOLANO,LOCALIT? PER VOLANO,CODIGORO,751471,968389,"44,822754","12,179772",617,1067781491,0.00018944426620618574
611017,BOTTICINA,CODIGORO - LAGOSANTO 76,CODIGORO,746690,964582,"44,790207","12,117542",628,1067781503,4.0424868580081114e-05
625009,PONTE CRISTINA,VIA CRISTINA F5,GORO,759244,973876,"44,869277","12,280735",619,1067781509,0.00011887241059175429
606026,BUCCHETTO [028],VIALE DELLE REGIONI 100 M PRIMA SP.15,COMACCHIO,749471,957868,"44,728889","12,149363",627,1067781519,9.874882277637128e-05
617019,OSTELLATO,VIA GIUSEPPE GARIBALDI  26,OSTELLATO,733103,959049,"44,745038","11,943481",623,1067781533,0.000253900964945583
615005,CORNACERVINA,COPPARO - MIGLIARINO 50,CORNACERVINA,731479,962986,"44,780962","11,924781",623,1067781550,9.584529200532239e-05
605056,TENUTA BOSCA,LOC PER LE VENEZIE F18,CODIGORO,741985,971974,"44,858269","12,061666",617,1067781554,9.175892327162881e-05
611035,MAROZZO,VIA PONTE DOLO,LAGOSANTO,747544,963488,"44,780077","12,127791",628,1067781571,0.00010566044671435054
606057,VOLANO - VIA DEL BOSCO 1,VIALE DEL BOSCO 275,LIDO DI VOLANO,758329,966328,"44,801773","12,265333",605,1067781587,6.477653896456644e-05
605028,PONTEMAODINO,PONTE MAODINO - MASSENZATICA 43,PONTEMAODINO,748479,969739,"44,835939","12,142644",617,1067781610,0.00012865321604517153
615006,CORNACERVINA,COPPARO - MIGLIARINO F50,MIGLIARINO,731444,962977,"44,780893","11,924335",623,1067781621,9.455686119949572e-05
614010,BOSCO MESOLA,VIA PROVINCIALE 6,BOSCO MESOLA,755174,974501,"44,876369","12,229609",618,1067781629,0.0001088265133166874
614012,BOSCO MESOLA FORNO,VIA PROVINCIALE 94,BOSCO MESOLA,754916,975034,"44,881252","12,226616",618,1067781631,0.00011041132188241468
617023,LE VILLETTE,VIA COMACCHIO 110,SAN GIOVANNI,741099,957540,"44,728817","12,043634",626,1067781633,9.56174147319888e-05
606109,VIALE FRANCIA [062],VIALE FRANCIA N. 97,LIDO DELLE NAZIONI,756523,960296,"44,748212","12,239498",601,1067781653,4.8762485581983306e-05
614038,ITALBA SCUOLE,PONTE MAODINO - MASSENZATICA 22,ITALBA,749508,975489,"44,887263","12,15847",617,1067781657,6.866185258681366e-05
606011,BIVIO VALLE STAFFANI,ROMEA 31,COMACCHIO,751800,964370,"44,786513","12,181939",629,1067781664,4.242381406650656e-05
613004,EX CONSORZIO AGRARIO2,VIA MARE,MASSA FISCAGLIA,743338,962859,"44,775871","12,074405",625,1067781674,0.00018698109530157785
617014,PALAZZINO,VIA COMACCHIO FRONTE 5,OSTELLATO,735853,959254,"44,745978","11,978267",626,1067781677,9.560005230110462e-05
614013,BOSCO MESOLA FORNO,VIA PROVINCIALE 71,BOSCO MESOLA,754956,974972,"44,88068","12,22709",618,1067781701,2.263183598771447e-05
613003,EX CONSORZIO AGRARIO,VIA MARE,MASSA FISCAGLIA,743293,962883,"44,776102","12,073849",625,1067781719,0.0003242866170537881
605051,PONTE REALE,LOC PER LE VENEZIE F2,CODIGORO,743780,972054,"44,858375","12,084391",617,1067781721,0.00012020823598915797
605030,FONDO GRASSI,PONTE MAODINO - MASSENZATICA 43,CODIGORO,748656,970961,"44,846862","12,145478",617,1067781732,0.00011019078909047824
611031,SILOS [122],VIA ARGINE SPINO N. FR. 25,LAGOSANTO,748062,958346,"44,733676","12,131828",627,1067781743,5.724700865483888e-05
617011,OSTELLATO SCUOLE,via BATTISTI Cesare 30,OSTELLATO,732930,959009,"44,744735","11,941281",623,1067781754,8.898719009019878e-05
625017,BONELLO,VIA BONELLO 13,GORO,761780,971562,"44,847551","12,311591",619,1067781771,0.0001627490399339382
614014,BOSCO MESOLA CIMITERO,VIA NUOVA CORRIERA 166,BOSCO MESOLA,754904,975634,"44,886649","12,226766",618,1067781784,0.00014711634851333587
614009,BIVIO ALBERAZZO,VIA PROVINCIALE 48,BOSCO MESOLA,755826,974342,"44,874705","12,23777",618,1067781786,8.466179776133785e-05
617025,SAN GIOVANNI,VIA COMACCHIO 268,SAN GIOVANNI,741355,957420,"44,727651","12,046806",626,1067781789,7.587806006809101e-05
626001,MIGLIARO,VIA LUDOVICO ARIOSTO,MIGLIARO,735123,965093,"44,798712","11,971752",625,1067781803,7.365242697935429e-05
605018,CASE BRUCIATE,DI CODIGORO F37,CODIGORO,745744,970874,"44,847092","12,108641",617,1067781819,0.00010340135395549249
625015,GORO CIMITERO,STRADA COMUNALE PER GORINO,GORO,764452,969700,"44,829828","12,344377",619,1067781834,4.969104546875566e-05
611005,BIVIO VIA 2 GIUGNO,SP53,LAGOSANTO,746545,965187,"44,795695","12,116005",628,1067781847,4.605778978537374e-05
625002,PENNINI,VIA BONELLO 5,GORO,760989,971558,"44,847806","12,301596",619,1067781852,0.00011624543002174665
605061,CORTE MADONNINA,ROMEA 1,CODIGORO,751066,969110,"44,829377","12,175013",617,1067781859,0.0001253731231165678
614020,BIVIO ROMEA FONDO,VIA NUOVA CORRIERA F155,MESOLA,754906,977048,"44,899357","12,227502",618,1067781868,6.189830369279454e-05
614017,BUFFALARA,VIA NUOVA CORRIERA 204,MESOLA,754876,976361,"44,893193","12,226777",618,1067781884,0.00011449454135472974
611023,PONTE ROSSO [125],VIA ARGINE SPINO 200 M DOPO SP15,LAGOSANTO,748287,959686,"44,745643","12,135317",627,1067781892,0.0005525150133722477
615002,MIGLIARINO - SUPERMERCATO,VIA FORTI AUGUSTO 15,MIGLIARINO,732108,961956,"44,771498","11,932252",623,1067781903,0.00016452370649791879
625014,MACCHININA,VIA GORINO 14,GORINO,764682,969202,"44,825267","12,347022",619,1067781913,0.00013111571225574145
611001,BIVIO STRADA VALMANA2,SP15 VIA DEL MARE FR BV VIA VALMANA,LAGOSANTO,745845,960249,"44,75155","12,104786",625,1067781914,0.0005283274931321216
605029,FONDO GRASSI,PONTE MAODINO - MASSENZATICA 46,CODIGORO,748670,971016,"44,847351","12,145682",617,1067781916,7.073400879084929e-05
605070,PONTE DEL RE,CODIGORO - LAGOSANTO 10,CODIGORO,745639,968893,"44,829321","12,106356",617,1067781935,8.079412107491046e-05
614019,BIVIO ROMEA FONDO,VIA NUOVA CORRIERA 155,SANTA GIUSTINA,754928,977097,"44,899789","12,227805",618,1067781946,0.00011487567192490783
606111,GALATTICO [063],VIALE DEL LAGO INGR. GALATTICO,LIDO DELLE NAZIONI,756337,960840,"44,753168","12,237425",601,1067781958,0.00018391546971184357
605055,TENUTA BOSCA,LOC PER LE VENEZIE 18,CODIGORO,741936,971976,"44,858304","12,061048",617,1067781968,0.0001209923138100589
611019,BORGATA SABBIONI [127],VIA SPINA 164,LAGOSANTO,748567,961122,"44,758453","12,139548",628,1067781972,6.372166036231383e-05
617017,OSTELLATO ZUCCHERIFICIO,VIA COMACCHIO FRONTE 48,OSTELLATO,737146,958884,"44,742223","11,994407",626,1067781974,0.00013313158903500454
610029,CORTE IPPOLITO,LOC PER LE VENEZIE 50,JOLANDA DI SAVOIA,739659,973220,"44,870258","12,032857",616,1067782014,3.3370945445677606e-05
605035,PONTELANGORINO,PONTE MAODINO - MASSENZATICA 51,PONTELANGORINO,748841,972467,"44,860334","12,148553",617,1067782036,0.00011159686375423692
606081,VOLANO - VIA DEL BOSCO 2,VIALE DEL BOSCO 53,LIDO DI VOLANO,758089,965559,"44,794949","12,261913",605,1067782045,7.651535793076026e-05
617013,BIVIO CAMPOLUNGO,VIA COMACCHIO 3,OSTELLATO,734609,959284,"44,746657","11,962588",626,1067782051,0.00010541465742670115
614023,MOTTE,CIRCONVALLAZIONE DI MESOLA 67,MESOLA,755217,978790,"44,914901","12,232313",618,1067782058,0.00011389701488592882
617016,OSTELLATO ZUCCHERIFICIO,VIA COMACCHIO 50,OSTELLATO,737426,958843,"44,741761","11,99792",626,1067782080,8.749822855482354e-05
613009,MASSAFISCAGLIA,VIA MARCONI 22,MASSA FISCAGLIA,738390,965841,"44,80435","12,013352",625,1067782086,0.00011222909604780117
611011,BOSCHETTO SCUOLE,LAGOSANTO - VACCOLINO F48,BOSCHETTO,750384,964496,"44,788145","12,164128",628,1067782088,5.484605728743084e-05
625012,MACCHININA VALLESINA,STRADA COMUNALE 4,GORINO,764621,969315,"44,826305","12,346311",619,1067782100,0.00010068425895273153
611038,LAGOSANTO [129**],VIA ROMA 3,LAGOSANTO,748581,961908,"44,765514","12,140108",628,1067782108,6.841235268596968e-05
605052,LONGAROLE,LOC PER LE VENEZIE 7,CODIGORO,743200,972032,"44,858376","12,07705",617,1067782121,0.00012628448043961732
614021,BAR BIANCO,VIA ROMEA 135,MESOLA,755042,977706,"44,905222","12,229554",618,1067782129,7.79560132391999e-05
606015,VIA VALLI BASSE 3,STRADA PODERALE VALLI BASSE,COMACCHIO,752842,961652,"44,761714","12,193742",601,1067782140,9.244944564449086e-05
615008,OSTELLATO STAZIONE,VIA COMACCHIO 89,OSTELLATO,732407,959339,"44,747872","11,934833",623,1067782150,0.00012738799001357204
606149,VACCOLINO - RISTORANTE RO,STRADA ROMEA (VACCOLINO),VACCOLINO,751489,965918,"44,800537","12,178778",629,1067782175,7.166261228934547e-05
614008,BIVIO ALBERAZZO,VIA PROVINCIALE 21,MESOLA,755757,974364,"44,874928","12,236909",618,1067782205,0.00012311462139290443
605023,CODIGORO STAZIONE,P.LE PAPA GIOVANNI 23 39,CODIGORO,745287,969592,"44,835726","12,102247",617,1067782219,3.519801130915639e-05
606119,VIALE GERMANIA [061],VIALE GERMANIA CIV.61,LIDO DELLE NAZIONI,756592,959988,"44,745419","12,240213",601,1067782240,0.0018794780472228439
605059,ABBAZIA DI POMPOSA,,CODIGORO,751292,969550,"44,833252","12,178085",617,1067782246,0.000939884354588988
605019,CODIGORO CENTRO SCOLASTIC,VLE DELLA RESISTENZA 36,CODIGORO,746015,969673,"44,836203","12,111484",617,1067782256,0.0007679545429252896
600721,LA PESA,POGGIORENATICO - SANTA MARIA CODIFIUME F,FERRARA,705271,954660,"44,714112","11,590528",643,1068825570,0.0004429383027001848
601063,COSTA AZZURRA,SP65,ARGENTA,714478,955261,"44,716814","11,706894",631,1068825572,9.019118582265094e-05
600734,FOSSANOVA DISTILLERIA,VIA RAVENNA F614,FOSSANOVA SAN MARCO,708087,962751,"44,786059","11,629343",600,1068825573,7.362404498453004e-05
600749,MONESTIROLO,CONSANDOLO 65,MONESTIROLO,713050,957271,"44,735316","11,689723",631,1068825578,0.0001552707313056606
600718,POSSESSIONE SAN MAURELIO,POGGIORENATICO - SANTA MARIA CODIFIUME 1,FERRARA,703403,957084,"44,736445","11,567933",643,1068825583,0.00017986675623890889
600740,GAIBANA,FERRARA - CONSANDOLO 1052,FERRARA,710248,959188,"44,753385","11,655162",630,1068825586,3.7852873075205695e-05
623007,SAN CRISTOFORO,CONA - PORTOMAGGIORE 51,VOGHIERA,717120,962037,"44,776946","11,743096",620,1068825587,0.00010243890862399516
623002,MONTESANTO,VIA GIACOMO MATTEOTTI,VOGHIERA,715851,956808,"44,730311","11,724864",622,1068825589,7.823202669235496e-05
601057,BOVA,via ZENZALINO FR63,ARGENTA,713376,953133,"44,698008","11,692108",631,1068825593,6.468461950217928e-05
619013,RUNCO,VIA RUNCO GAMBULAGA F1,RUNCO,719768,957909,"44,739017","11,774747",622,1068825597,8.108224220101549e-05
600753,MARRARA,VIA DELLA CEMBALINA 15,MARRARA,712772,955888,"44,722962","11,685639",631,1068825598,8.713581353298819e-05
618037,PONTE ROSSO,VIA PONTE ROSSO 80 M DOPO FR. CIV. 4,POGGIO RENATICO,698281,962214,"44,784023","11,505299",647,1068825603,8.182841804749005e-05
600744,PONTE ZANARDI,FERRARA - CONSANDOLO F37,FERRARA,711891,957597,"44,738592","11,675236",631,1068825605,7.923092830412554e-05
600732,FOSSANOVA SAN MARCO,VIA RAVENNA 313,FERRARA,708116,963957,"44,796896","11,630202",600,1068825610,4.14219748447232e-05
601059,LUOGO CORTI,VIALE ZENZALINO 48,SAN NICOL-,714475,953972,"44,705224","11,706316",631,1068825615,7.690416113206958e-05
600737,GAIBANELLA,FERRARA - CONSANDOLO 844,GAIBANELLA,710117,960686,"44,766894","11,654125",630,1068825617,6.996120353407977e-05
623004,BELRIGUARDO,SP29,VOGHIERA,718748,959187,"44,750822","11,762426",622,1068825619,0.0001457603512642478
600103,SAN BARTOLOMEO IN BOSCO,BIVIO PASSO SEGNI - CORREGGIO 355,FERRARA,707377,955909,"44,724736","11,617596",630,1068825620,0.00010832658953274127
601067,RASTELLI ROSSI,via NAZIONALE 113,ARGENTA,716037,953705,"44,702353","11,725899",631,1068825624,0.00011837757388756309
600738,GAIBANELLA,FERRARA - CONSANDOLO 567,GAIBANELLA,710266,960453,"44,764755","11,65591",630,1068825625,7.308385594679047e-05
623021,VOGHIERA GIARDINO,via EUROPA F1,VOGHIERA,717612,960196,"44,760242","11,748522",620,1068825629,6.732792882679744e-05
623018,VOGHIERA,CONA - PORTOMAGGIORE 117,VOGHIERA,717807,960004,"44,758456","11,750901",620,1068825633,0.00015316533550273858
601061,SAN NICOLO`,via NAZIONALE FR49/A,SAN NICOL-,714593,954343,"44,708524","11,707959",631,1068825634,0.0003465802215989179
600762,BORGO GARBINI,VIA RAVENNA 344,FERRARA,708473,965312,"44,808976","11,635266",600,1068825636,1.6543578815712584e-05
618038,PONTE ROSSO,VIA PONTE ROSSO 80M DOPO CIV.4,POGGIO RENATICO,698376,962262,"44,784428","11,506517",647,1068825638,5.1072497488203615e-05
600742,OLTREMARE,FERRARA - CONSANDOLO 1190,FERRARA,710678,958370,"44,745902","11,660251",630,1068825639,9.051259580873353e-05
600736,COLOMBINA,VIA RAVENNA F774,GAIBANELLA,709744,961074,"44,770493","11,649577",630,1068825646,7.880228422978669e-05
623000,VOGHIERA CAFFE` SPORT,PIAZZA GIOVANNI XXIII,VOGHIERA,717743,959960,"44,75808","11,750074",620,1068825647,0.00011530342579449953
623010,GUALDO,CONA - PORTOMAGGIORE 14,GUALDO,716598,962670,"44,782797","11,736775",620,1068825651,5.631074497884973e-05
623003,BELRIGUARDO,SP29,VOGHIERA,718728,959196,"44,750909","11,762178",622,1068825655,2.577770354587512e-05
601062,COSTA AZZURRA,FERRARA - CONSANDOLO 14,ARGENTA,714525,955206,"44,716305","11,707464",631,1068825658,4.980863378913537e-05
600922,PREDIO GALLO,POGGIORENATICO - SANTA MARIA CODIFIUME F,POGGIO RENATICO,704274,955941,"44,725918","11,578466",643,1068825661,8.558183218217355e-05
600748,MONESTIROLO,CONSANDOLO 110,MONESTIROLO,713153,957156,"44,734251","11,690974",631,1068825663,0.0007655034944422489
600743,OLTREMARE,FERRARA - CONSANDOLO 697,FERRARA,710606,958401,"44,746202","11,659355",630,1068825669,0.0001396611971898641
623006,VOGHENZA MULINO,CONA - PORTOMAGGIORE 36,VOGHIERA,717408,961480,"44,77185","11,746494",620,1068825675,6.578426863638928e-05
600752,BIVIO MARRARA - BORGO CON,FERRARA - CONSANDOLO 85,FERRARA,713314,956281,"44,726334","11,69264",631,1068825677,0.00010206473435856146
600747,MONESTIROLO FRIGO,CONSANDOLO F28,FERRARA,712337,957439,"44,737039","11,680797",631,1068825684,0.00011219028478232844
600731,FOSSANOVA SAN MARCO,VIA RAVENNA 544,FERRARA,708102,963871,"44,796126","11,62999",600,1068825687,3.551408171291758e-05
600723,BIVIO PASSO SEGNI,POGGIORENATICO - SANTA MARIA CODIFIUME 2,FERRARA,705781,954002,"44,708048","11,596696",631,1068825696,0.00019544001637639773
623022,VOGHENZA,via KENNENY 4,VOGHENZA,717624,960879,"44,76638","11,748965",620,1068825701,0.00011941097102070916
601066,RASTELLI ROSSI,via NAZIONALE F117,ARGENTA,716126,953683,"44,702128","11,727011",631,1068825706,0.00031141130358315036
619016,BORGO RUNCO - BORGO LODI,CONA - PORTOMAGGIORE 82,PORTOMAGGIORE,718977,958454,"44,744161","11,765001",622,1068825707,2.4215697390064836e-05
623009,GUALDO,CONA - PORTOMAGGIORE 39,VOGHIERA,716579,962726,"44,783306","11,736559",620,1068825708,7.568830821200355e-05
600729,VIA RAVENNA MULINO,VIA RAVENNA 432,FERRARA,708310,964716,"44,803664","11,632963",600,1068825711,0.0003033498640189973
600722,BIVIO PASSO SEGNI,VIA A. GUIDETTI,BARICELLA,705832,953928,"44,707368","11,597309",631,1068825713,0.0002618423380591222
623019,VOGHIERA,CONA - PORTOMAGGIORE 184,VOGHIERA,717867,959966,"44,758096","11,751642",620,1068825717,5.791208855033094e-05
600745,PONTE ZANARDI,FERRARA - CONSANDOLO 39,FERRARA,711864,957610,"44,738717","11,674901",630,1068825719,0.00012010337214226534
600730,VIA RAVENNA MULINO,VIA RAVENNA 275,FERRARA,708319,964714,"44,803644","11,633076",600,1068825722,0.00012334216634897772
663001,PASSO SEGNI,VIA A. GUIDETTI,BARICELLA,705124,953572,"44,70437","11,588238",631,1068825723,0.00013273530049978208
601064,FONDO PASSERINI,via NAZIONALE 134,ARGENTA,715210,953977,"44,705048","11,715586",631,1068825724,9.191392712671436e-05
623017,BELRIGUARDO,CONA - PORTOMAGGIORE 284,VOGHIERA,718339,959490,"44,753672","11,757395",622,1068825726,5.662764342573722e-05
619015,BORGO RUNCO - BORGO LODI,CONA - PORTOMAGGIORE F82,PORTOMAGGIORE,718983,958506,"44,744627","11,765099",622,1068825734,2.7575351313288488e-05
600116,SPINAZZINO,VIA DEL TAGLIONE 12/ F,FERRARA,708066,953862,"44,706128","11,625455",630,1068825745,3.625051724044084e-05
601065,FONDO PASSERINI,via NAZIONALE 97,SAN NICOL-,715169,953980,"44,705087","11,71507",631,1068825776,0.00012231868213747224
600751,BIVIO MARRARA - BORGO CON,FERRARA - CONSANDOLO 192,FERRARA,713310,956246,"44,726021","11,692575",631,1068825788,2.415884931054083e-05
605008,CASA PIERINI,DI CODIGORO 34,CODIGORO,744174,974602,"44,881144","12,090597",617,1097853231,8.976057041013739e-05
605003,PASSERELLA SCHIAVI,VIA BENGASI F211,MEZZOGORO,744777,976332,"44,896487","12,099057",615,1097853237,9.51590247941819e-05
605002,MEZZOGORO,VIA BENGASI 95,MEZZOGORO,744767,976667,"44,899502","12,099092",615,1097853253,0.0021648095089401753
605004,PASSERELLA SCHIAVI,VIA BENGASI 211,MEZZOGORO,744770,976208,"44,895375","12,098908",615,1097853259,6.821876574492458e-05
605006,TENUTA LA VELA,DI CODIGORO 27,CODIGORO,744283,975334,"44,887686","12,092328",617,1097853263,4.611821765605229e-05
605001,MEZZOGORO,VIA BENGASI 72,MEZZOGORO,744762,976646,"44,899315","12,099019",615,1097853267,0.00209366138618326
661009,MOROTORTO,,MOROTORO,667698,954065,"44,718555","11,116325",421,1101633586,7.487389398227674e-05
674011,PASSARELLA,,MINERBIO,694234,942778,"44,610326","11,446813",531,1101633601,4.596085290615827e-05
674000,MELO (BIVIO),,MINERBIO,696419,942119,"44,603804","11,474072",532,1101633619,0.00015263774107544643
673001,CASONI,VIA NAZIONALE,CASONI,695416,944864,"44,628767","11,462489",540,1101633642,7.863822225880301e-05
670016,CREVALCORE CEMAB,,RAVARINO,667948,955268,"44,729319","11,119875",421,1101633651,6.618738551009503e-05
661000,RAVARINO CIMITERO,VIA ROMA,RAVARINO,666659,954494,"44,722657","11,103355",421,1101633674,0.00011250764417999892
673006,ALTEDO CASE NUOVE,VIA NAZIONALE km 116+570,MALALBERGO,697361,947978,"44,656241","11,488183",542,1101633683,5.241116293203943e-05
670014,CREVALCORE (C. COMM.LE),,CREVALCORE,670171,954298,"44,720067","11,147605",555,1101633708,9.14375196516211e-05
673002,CANALETTO,VIA NAZIONALE,MALALBERGO,696173,946061,"44,639326","11,47248",540,1101633717,6.43024105307288e-05
670006,CASELLE,VIA CASONI,CASELLE,672015,962152,"44,79028","11,17352",556,1101633728,0.00013532512701227813
674003,Z.I. CA` DE FABBRI II,,MINERBIO,696063,943195,"44,613579","11,470001",540,1101633750,9.057560377889905e-05
674012,CA` DE FABBRI,,CA` DE` FABBRI,694688,943660,"44,618136","11,452863",540,1101633754,0.00010158036227435126
677000,SAN GIORGIO DI PIANO,VIA LIBERT?,SAN GIORGIO DI PIANO,688445,946642,"44,646624","11,375337",545,1101633781,1.2129715576437184e-05
666031,ARMAROLO,,ARMAROLO,695632,941109,"44,594935","11,46378",531,1101633788,7.728887371446347e-05
670020,CREVALCORE TABACCHERIA,,CREVALCORE,670643,954453,"44,721349","11,153612",555,1101633807,2.1610414160089038e-05
674005,CA` DE FABBRI SCUOLE,,CA` DE` FABBRI,695061,943720,"44,618574","11,457583",540,1101633814,0.00010789036101973696
673010,ALTEDO,VIA NAZIONALE 141,ALTEDO,697272,949030,"44,665728","11,487467",542,1101633839,1.9534584713576202e-05
661006,RAVARINO,VIA ROMA,RAVARINO,666302,954635,"44,724009","11,098896",421,1101633848,0.00016014721352681228
666029,TRAPANINO BIVIO,,GRANAROLO DELL`EMILIA,695378,939905,"44,584175","11,460126",531,1101633871,0.00021566207362434854
674014,MINERBIO Z. I.,,MINERBIO,696343,943238,"44,613889","11,473543",540,1101633881,0.0001641900423307942
674007,CA` DE FABBRI RONCHI INF.,,ZONA INDUSTRIALE DEI RONC,695705,943399,"44,615511","11,465571",540,1101633893,0.00017543893524528246
661001,RAVARINO CIMITERO,VIA ROMA,RAVARINO,666615,954513,"44,722838","11,102806",421,1101633895,0.00019865809824780631
674002,Z.I. CA` DE FABBRI II,,ZONA INDUSTRIALE DEI RONC,696023,943222,"44,613833","11,469507",540,1101633921,0.00018427512040352875
662001,FUNO,VIA GALLIERA 164,ARGELATO,688060,940419,"44,590751","11,368208",541,1101633923,0.0005578113390756512
666034,ARMAROLO CHIESA,,MINERBIO,696148,941662,"44,599768","11,470486",531,1101633931,4.001962019256938e-05
