1607;CASELLE CA` RICCHI;VIA CASELLE FR 51;SAN LAZZARO DI SAVENA;692233;927782;44,475981;11,416029;501
1608;SAN LAZZARO STAZIONE;P.LE STAZIONE FERROVIARIA S.LAZZARO CASE;SAN LAZZARO DI SAVENA;692208;928050;44,478398;11,415814;501
1609;CASELLE CHIESA;VIA CASELLE 104;SAN LAZZARO DI SAVENA;692619;928551;44,482795;11,421164;500
1610;CASELLE CHIESA;VIA CASELLE FR 104;SAN LAZZARO DI SAVENA;692595;928559;44,482874;11,420865;500
1611;VILLANOVA CHIESA;VIA VILLANOVA 27;CASTENASO;692901;929491;44,491175;11,425058;500
1612;VILLANOVA CHIESA;VIA VILLANOVA FR 27;CASTENASO;692884;929496;44,491224;11,424846;500
1613;VILLANOVA;VIA VILLANOVA FR 2;CASTENASO;693143;930097;44,496561;11,428325;502
1614;VILLANOVA;VIA VILLANOVA 2;VILLANOVA;693129;930100;44,496591;11,42815;502
1616;SAN LAZZARO STAZIONE;P.LE STAZIONE FERROVIARIA S. LAZZARO CAS;SAN LAZZARO DI SAVENA;692208;928055;44,478443;11,415816;501
2007;ALBERTONI PIZZARDI;VIA PIZZARDI FR 2/C;BOLOGNA;688100;929351;44,491184;11,364676;500
2009;MASSARENTI;VIA MASSARENTI 37;BOLOGNA;688386;929525;44,492675;11,368334;500
2013;PARCO;VIA MASSARENTI 111;BOLOGNA;688995;929598;44,493172;11,376013;500
2015;SPARTACO;VIA SARTACO 29;BOLOGNA;689121;929219;44,48973;11,377458;500
2017;MASSARENTI SOTTOVIA;VIA MASSARENTI 153;BOLOGNA;689440;929651;44,493532;11,381625;500
2029;CASERMA CHIARINI;VIA MATTEI FR 58;BOLOGNA;691508;930001;44,496133;11,407742;500
2033;ROVERI;VIA MATTEI FR 80/C;BOLOGNA;691850;930091;44,496852;11,412073;500
2034;CASERMA CHIARINI;VIA MATTEI 54;BOLOGNA;691482;930003;44,496158;11,407416;500
2036;ROVERI;VIA MATTEI 76/A;BOLOGNA;691795;930085;44,496813;11,41138;500
2040;VILLANOVA MOLINO BAVIERA;VIA TOSARELLI 372;VILLANOVA;692932;930264;44,498119;11,425735;502
2041;VILLANOVA MOLINO BAVIERA;VIA TOSARELLI FR 402;VILLANOVA;692809;930250;44,498026;11,424184;502
