X,Y,codice,denominazi,ubicazione,comune
11.610511,44.416619,14416,MADONNINA,VIA MADONNINA FR 2400/A,CASTEL SAN PIETRO TERME
11.619657,44.423971,14419,CASTEL SAN PIETRO PONTE A,VIA MADONNINA FR 3487/E,CASTEL SAN PIETRO TERME
11.619608,44.423999,14420,CASTEL SAN PIETRO PONTE A,VIA MADONNINA 3487/E,CASTEL SAN PIETRO TERME
11.624863,44.427164,14423,CA` SELVATICI,VIA CHIUSA FR 9,CASTEL SAN PIETRO TERME
11.624446,44.42739,14424,CA` SELVATICI,VIA CHIUSA 9,CASTEL GUELFO DI BOLOGNA
11.63965,44.42188,14427,CASTEL GUELFO CHIUSA,VIA MEDESANO SUPERIORE LATO CAVA GHIAIA,DOZZA
11.637883,44.421975,14428,CASTEL GUELFO CHIUSA,VIA CHIUSA FR CAVA GHIAIA,CASTEL GUELFO DI BOLOGNA
11.648253,44.427667,14431,RIPOLA PIANTA,VIA MEDESANO SUPERIORE FR BV RIPOLA,DOZZA
11.648168,44.427732,14432,RIPOLA PIANTA,VIA MEDESANO SUPERIORE BV RIPOLA,CASTEL GUELFO DI BOLOGNA
11.655119,44.435024,14435,MEDESANO BV LARGA,VIA MEDESANO SUPERIORE 10,VIA LARGA
11.655045,44.435062,14436,MEDESANO BV LARGA,VIA MEDESANO SUPERIORE FR 10,VIA LARGA
11.675211,44.432852,14440,CASTEL GUELFO PIAZZA ALIG,PIAZZA DANTE ALIGHIERI 16,CASTEL GUELFO DI BOLOGNA
11.657547,44.436489,14445,CASTEL GUELFO STRADONE,VIA STRADONE 27 SP 51,CASTEL GUELFO DI BOLOGNA
11.657701,44.436539,14446,CASTEL GUELFO STRADONE,VIA STRADONE FR 27 SP 51,CASTEL GUELFO DI BOLOGNA
11.645758,44.437799,14447,LUNGAROLA,VIA LARGA 12,CASTEL GUELFO DI BOLOGNA
11.645824,44.437869,14448,LUNGAROLA,VIA LARGA FR 12,CASTEL GUELFO DI BOLOGNA
11.632574,44.441651,14451,PICCHIO,VIA PICCHIO 15,CASTEL GUELFO DI BOLOGNA
11.632684,44.441595,14452,PICCHIO,VIA PICCHIO FR 15,CASTEL GUELFO DI BOLOGNA
11.609522,44.441255,14455,POGGIO PICCOLO,VIA POGGIO 20,CASTEL GUELFO DI BOLOGNA
11.609493,44.441166,14456,POGGIO PICCOLO,VIA POGGIO FR 20,CASTEL GUELFO DI BOLOGNA
11.678338,44.334316,15017,VILLA AZZI,VIA SELICE MONTANARA 61,IMOLA
11.677443,44.33395,15018,VILLA AZZI,VIA SELICE MONTANARA FR 61,IMOLA
11.673501,44.331927,15021,STARIETTA,VIA SELICE MONTANARA 65,IMOLA
11.673338,44.331661,15022,STARIETTA,VIA SELICE MONTANARA FR 66,IMOLA
11.66666,44.328495,15025,LINARO,VIA SELICE MONTANARA FR 91/A,IMOLA
11.666213,44.328056,15026,LINARO,VIA SELICE MONTANARA 100/B,IMOLA
11.657462,44.323957,15029,GIARONA,VIA SELICE MONTANARA 145,PONTICELLI
11.656958,44.323618,15030,GIARONA,VIA SELICE MONTANARA S.P. 610 KM 36+970,PONTICELLI
11.651932,44.319522,15033,PONTICELLI,VIA SELICE MONTANARA 261,PONTICELLI
11.652665,44.320189,15034,PONTICELLI,VIA SELICE MONTANARA 190,PONTICELLI
11.649029,44.315745,15037,CASE MISERIA,VIA SELICE MONTANARA FR 328,PONTICELLI
11.649045,44.315547,15038,CASE MISERIA,VIA SELICE MONTANARA 328,IMOLA
11.642566,44.310341,15041,MEZZOCOLLE,VIA SELICE MONTANARA 336,IMOLA
11.643476,44.31077,15042,MEZZOCOLLE,VIA SELICE MONTANARA FR 334,IMOLA
11.635596,44.303084,15045,FABBRICA,VIA SELICE MONTANARA 409,FABBRICA
11.635677,44.302938,15046,FABBRICA,VIA SELICE MONTANARA FR 412,IMOLA
11.62289,44.29758,15047,ANDREA COSTA,VIA ANDREA COSTA 20 MT PRIMA FR 5,CASALFIUMANESE
11.622545,44.297713,15048,ANDREA COSTA,VIA ANDREA COSTA 5,CASALFIUMANESE
11.627985,44.297705,15049,BORGO CASALE,VIA SELICE MONTANARA 42,CASALFIUMANESE
11.627622,44.297443,15050,BORGO CASALE,VIA SELICE MONTANARA FR 44,CASALFIUMANESE
11.617246,44.297511,15052,CASALFIUMANESE CAPOLUOGO,VIA A.COSTA 1,CASALFIUMANESE
11.619429,44.293041,15053,CASALINO,VIA SELICE MONTANARA 132,CASALFIUMANESE
11.619212,44.292686,15054,CASALINO,VIA SELICE MONTANARA FR 134,CASALFIUMANESE
11.60605,44.286425,15057,RIVIERA,VIA SELICE MONTANARA BV SERRAGLIO,BORGO TOSSIGNANO
11.605896,44.286356,15058,RIVIERA,VIA SELICE MONTANARA FR BV SERRAGLIO,BORGO TOSSIGNANO
11.589277,44.280649,15061,MESCOLA,VIA GARIBALDI 59/C,BORGO TOSSIGNANO
11.5903,44.281094,15062,MESCOLA,VIA GARIBALDI FR 73,BORGO TOSSIGNANO
11.588347,44.277448,15065,BORGO TOSSIGNANO GARIBALD,VIA GARIBALDI FR 8/A,BORGO TOSSIGNANO
11.589082,44.27735,15066,BORGO TOSSIGNANO TRIESTE,VIALE TRIESTE FR 3,BORGO TOSSIGNANO
11.586255,44.273183,15069,COGALINA,VIA MAZZINI 66,BORGO TOSSIGNANO
11.586559,44.273239,15070,COGALINA,VIA MAZZINI FR 66,BORGO TOSSIGNANO
11.579699,44.269397,15073,PRATOLINO,VIA SELICE MONTANARA P.L.7,BORGO TOSSIGNANO
11.57862,44.268783,15074,PRATOLINO,VIA SELICE MONTANARA FR 18,BORGO TOSSIGNANO
11.568798,44.264791,15077,FONTANELICE SAN GIOVANNI,VIA SELICE MONTANARA 20,VILLA SAN GIOVANNI
11.568757,44.264693,15078,FONTANELICE SAN GIOVANNI,VIA SELICE MONTANARA FR 20,FONTANELICE
11.559529,44.258779,15081,FONTANELICE,VIA CORSO EUROPA FR 37,FONTANELICE
11.559866,44.258735,15082,FONTANELICE,VIA CORSO EUROPA 37,FONTANELICE
11.555535,44.25651,15083,FONTANELICE CROCE,VIA CORSO EUROPA FR VIA FERRI,FONTANELICE
11.55513,44.256114,15084,FONTANELICE CROCE,VIA CORSO EUROPA 115,FONTANELICE
11.550894,44.253769,15085,CAMPOMORO ZONA IND.LE,VIA SELICE MONTANARA 43,FONTANELICE
11.550968,44.25374,15086,CAMPOMORO ZONA IND.LE,VIA SELICE MONTANARA FR 43,FONTANELICE
11.545045,44.251154,15089,CAMPOMORO,VIA SELICE MONTANARA 41,FONTANELICE
11.54461,44.250651,15090,CAMPOMORO,VIA SELICE MONTANARA FR 29,FONTANELICE
11.531452,44.244372,15093,FONTANELICE GAGGIO,VIA SELICE MONTANARA KM 51_100,FONTANELICE
11.531512,44.244326,15094,FONTANELICE GAGGIO,VIA SELICE MONTANARA KM 51_100,FONTANELICE
11.524438,44.242025,15097,LA VECCHIA,VIA SELICE MONTANARA  PASSO CARRAIO CIV,FONTANELICE
11.524554,44.242112,15098,LA VECCHIA,VIA SELICE MONTANARA FR 3,FONTANELICE
11.515458,44.234373,15101,CARSEGGIO BICOCCA,VIA CARSEGGIO 12,CASALFIUMANESE
11.51646,44.234387,15102,CARSEGGIO BICOCCA,VIA CARSEGGIO 12/A,CASALFIUMANESE
11.504889,44.225522,15105,LA CORTE,VIA SELICE MONTANARA 9,CASTEL DEL RIO
11.504897,44.225117,15106,LA CORTE,VIA SELICE MONTANARA FR 9,CASTEL DEL RIO
11.503729,44.217346,15109,PONTE MAGNOLA,VIA SELICE MONTANARA BV BORDONA,CASTEL DEL RIO
11.503499,44.217234,15110,PONTE MAGNOLA,VIA SELICE MONTANARA FR BV BORDONA,CASTEL DEL RIO
11.503816,44.214382,15113,CASTEL DEL RIO II GIUGNO,VIA II GIUGNO FR 10,CASTEL DEL RIO
11.504238,44.211357,15115,CASTEL DEL RIO SCUOLE,VIA II GIUGNO 19,CASTEL DEL RIO
11.50467,44.212689,15116,CASTEL DEL RIO,PIAZZA DELLA REPUBBLICA 94,CASTEL DEL RIO
11.504848,44.212442,15118,CASTEL DEL RIO,PIAZZA DELLA REPUBBLICA 13,CASTEL DEL RIO
11.503266,44.205256,15121,SAN MINIATO,VIA SELICE MONTANARA FR 1,SAN MINIATO
11.503367,44.205263,15122,SAN MINIATO,VIA SELICE MONTANARA 1,SAN MINIATO
11.500545,44.195656,15125,PONTE GALLONI,VIA SELICE MONTANARA BV S.ANDREA,CASTEL DEL RIO
11.500554,44.195584,15126,PONTE GALLONI,VIA SELICE MONTANARA FR BV S.ANDREA,CASTEL DEL RIO
11.501985,44.181201,15129,VALSALVA,VIA SELICE MONTANARA 6,CASTEL DEL RIO
11.501961,44.181526,15130,VALSALVA,VIA SELICE MONTANARA FR 3904,CASTEL DEL RIO
11.499163,44.178959,15133,VALSALVA CASINO,VIA SELICE MONTANARA 11,CASTEL DEL RIO
11.499237,44.17893,15134,VALSALVA CASINO,VIA SELICE MONTANARA FR 11,CASTEL DEL RIO
11.487064,44.176838,15137,MORADUCCIO,VIA SELICE MONTANARA 26,MORADUCCIO
11.487126,44.176836,15138,MORADUCCIO,VIA SELICE MONTANARA FR 26,MORADUCCIO
11.474016,44.164266,15141,CONIALE CIMITERO ALLEATO,VIA SELICE MONTANARA FR CIMITERO,FIRENZUOLA
11.474086,44.164165,15142,CONIALE CIMITERO ALLEATO,VIA SELICE MONTANARA LATO CIMITERO,FIRENZUOLA
11.463163,44.162241,15145,RIMESSA,VIA SELICE MONTANARA FR 33,FIRENZUOLA
11.463297,44.162166,15146,RIMESSA,VIA SELICE MONTANARA 33,FIRENZUOLA
11.458017,44.154286,15149,CONIALE,VIA SELICE MONTANARA 46,FIRENZUOLA
11.458166,44.154264,15150,CONIALE,VIA SELICE MONTANARA FR 46,FIRENZUOLA
11.454009,44.148106,15153,MOLINACCIO,VIA SELICE MONTANARA 11,FIRENZUOLA
11.454171,44.148076,15154,MOLINACCIO,VIA SELICE MONTANARA FR 11,FIRENZUOLA
11.45284,44.14372,15157,VAL PULITA,VIA SELICE MONTANARA FR 94,FIRENZUOLA
11.452885,44.143593,15158,VAL PULITA,VIA SELICE MONTANARA 94,FIRENZUOLA
11.447077,44.140729,15161,SCHEGGIANICO,VIA SELICE MONTANARA 110,FIRENZUOLA
11.447202,44.140717,15162,SCHEGGIANICO,VIA SELICE MONTANARA FR 110,FIRENZUOLA
11.443935,44.129713,15165,MOLINELLO,VIA SELICE MONTANARA FR 84,FIRENZUOLA
11.443905,44.129606,15166,MOLINELLO,VIA SELICE MONTANARA 84,FIRENZUOLA
11.43601,44.123023,15169,SAN PELLEGRINO,VIA SELICE MONTANARA 6,FIRENZUOLA
11.436122,44.123002,15170,SAN PELLEGRINO,VIA SELICE MONTANARA FR 6,FIRENZUOLA
11.42531,44.116265,15173,TRE CROCI,VIA SELICE MONTANARA 31,FIRENZUOLA
11.425422,44.116262,15174,TRE CROCI,VIA SELICE MONTANARA 34,FIRENZUOLA
11.410763,44.119941,15177,PIANACCIA,VIA SELICE MONTANARA FR 97,FIRENZUOLA
11.410721,44.119843,15178,PIANACCIA,VIA IMOLESE 97,FIRENZUOLA
11.393351,44.1202,15181,FIRENZUOLA BORGO,VIA IMOLESE 53,FIRENZUOLA
11.39336,44.12011,15182,FIRENZUOLA BORGO,VIA IMOLESE FR 53,FIRENZUOLA
11.382268,44.119325,15185,FIRENZUOLA GIOVANNI XXIII,VIA GIOVANNI XXIII 13,FIRENZUOLA
11.382116,44.119274,15186,FIRENZUOLA GIOVANNI XXIII,VIA GIOVANNI XXIII FR 13,FIRENZUOLA
11.379255,44.120234,15189,FIRENZUOLA,VIA MICHELE DI LANDO FR 4,FIRENZUOLA
11.379428,44.120176,15190,FIRENZUOLA,VIA MICHELE DI LANDO 2,FIRENZUOLA
11.376465,44.118285,15194,FIRENZUOLA VIA ALLENDE,VIA SALVADOR ALLENDE 2,FIRENZUOLA
11.694465,44.332594,15501,FRANA,VIA CODRIGNANO FR 12,IMOLA
11.6945,44.332539,15502,FRANA,VIA CODRIGNANO 12,IMOLA
11.684938,44.326949,15505,NOLA,VIA CODRIGNANO FR 42,IMOLA
11.685,44.326921,15506,NOLA,VIA CODRIGNANO 42,IMOLA
11.668187,44.310454,15509,COSTARELLA,VIA CODRIGNANO FR 3,RIOLO TERME
11.668272,44.310389,15510,COSTARELLA,VIA CODRIGNANO 3,RIOLO TERME
11.654429,44.303709,15513,PIOVEGO,VIA CODRIGNANO 7,IMOLA
11.654554,44.303697,15514,PIOVEGO,VIA CODRIGNANO FR 7,IMOLA
11.64866,44.297811,15517,LE ROSSOLE,VIA CODRIGNANO 64,BORGO TOSSIGNANO
11.648709,44.297774,15518,LE ROSSOLE,VIA CODRIGNANO FR 64,BORGO TOSSIGNANO
11.643353,44.29436,15521,CODRIGNANO,VIA CODRIGNANO FR 44,BORGO TOSSIGNANO
11.643412,44.294269,15522,CODRIGNANO,VIA CODRIGNANO 44,BORGO TOSSIGNANO
11.634352,44.289842,15525,TRAMAZZATA,VIA CODRIGNANO 17,BORGO TOSSIGNANO
11.634459,44.289723,15526,TRAMAZZATA,VIA CODRIGNANO FR 17,BORGO TOSSIGNANO
11.590007,44.277014,15527,BORGO TOSSIGNANO RESISTEN,VIA DELLA RESISTENZA 7,BORGO TOSSIGNANO
11.590411,44.276797,15528,BORGO TOSSIGNANO RESISTEN,VIA DELLA RESISTENZA 10,BORGO TOSSIGNANO
11.556021,44.264818,15601,PRATO DI SOTTO,VIA MONTE LA PIEVE 4,PRATO
11.555969,44.264792,15602,PRATO DI SOTTO,VIA MONTE LA PIEVE 1,FONTANELICE
11.546568,44.267856,15605,SABBIONI,VIA MONTE LA PIEVE FR 18,FONTANELICE
11.546633,44.267909,15606,SABBIONI,VIA MONTE LA PIEVE 18,FONTANELICE
11.54738,44.265498,15609,CHIACCHIERINA BIVIO,VIA MONTE LA PIEVE BV CHIACCHIERINA,FONTANELICE
11.547395,44.265542,15610,CHIACCHIERINA BIVIO,VIA MONTE LA PIEVE FR BV CHIACCHIERINA,FONTANELICE
11.541568,44.262314,15613,FONDO CASETTE,VIA MONTE LA PIEVE FR BV MONTECHIARO,FONTANELICE
11.541629,44.262295,15614,FONDO CASETTE,VIA MONTE LA PIEVE BV MONTECHIARO,FONTANELICE
11.536843,44.266345,15617,FONTANELICE SAN GIACOMO,VIA MONTE LA PIEVE FR BV PRADELLA,FONTANELICE
11.536791,44.26631,15618,FONTANELICE SAN GIACOMO,VIA MONTE LA PIEVE BV PRADELLA,FONTANELICE
11.525601,44.280297,15621,SELLUSTRA BIVIO,VIA GESSO BV SELLUSTRA,FONTANELICE
11.525586,44.280253,15622,SELLUSTRA BIVIO,VIA GESSO FR BV SELLUSTRA,FONTANELICE
11.516891,44.28058,15625,GESSO,VIA GESSO FR 34,CASALFIUMANESE
11.516977,44.280542,15626,GESSO,VIA GESSO 34,CASALFIUMANESE
11.509543,44.274008,15629,MOREA BIVIO,VIA GESSO FR BV MOREA,CASALFIUMANESE
11.50959,44.273935,15630,MOREA BIVIO,VIA GESSO BV MOREA,CASALFIUMANESE
11.499737,44.269704,15633,SANT`APOLLINARE,VIA GESSO FR 3,CASALFIUMANESE
11.49976,44.26965,15634,SANT`APOLLINARE,VIA GESSO 3,CASALFIUMANESE
11.487322,44.264998,15637,CUVIOLO,VIA GESSO FR BV A.MORO,CASALFIUMANESE
11.487383,44.26496,15638,CUVIOLO,VIA GESSO BV A.MORO,CASALFIUMANESE
11.502764,44.217322,15701,PONTE MAGNOLA,VIA BORDONA FR BV CASTEL DEL RIO,CASTEL DEL RIO
11.502774,44.217268,15702,PONTE MAGNOLA,VIA BORDONA BV CASTEL DEL RIO,CASTEL DEL RIO
11.49571,44.224877,15705,VAIVIDIA,VIA BORDONA BV VAIVIDIA,CASTEL DEL RIO
11.495534,44.224863,15706,VAIVIDIA,VIA BORDONA FR BV VAIVIDIA,CASTEL DEL RIO
11.490536,44.22807,15709,BORDONA DI SOTTO,VIA BORDONA FR 19,CASTEL DEL RIO
11.490462,44.228098,15710,BORDONA DI SOTTO,VIA BORDONA 19,CASTEL DEL RIO
11.491786,44.23366,15713,CA` ANNIBALE,VIA BORDONA 14,CASALFIUMANESE
11.491648,44.233654,15714,CA` ANNIBALE,VIA BORDONA FR 14,CASALFIUMANESE
11.493036,44.235091,15717,CA` DI VINCO,VIA BORDONA BV CA` DI LAVACCHIO,CASALFIUMANESE
11.492973,44.235084,15718,CA` DI VINCO,VIA BORDONA FR BV CA` DI LAVACCHIO,CASALFIUMANESE
11.492031,44.238561,15721,PEZZOLO,VIA BORDONA FR BV PEZZOLO,CASALFIUMANESE
11.491944,44.238572,15722,PEZZOLO,VIA BORDONA BV PEZZOLO,CASALFIUMANESE
11.486928,44.241995,15725,PIANELLE,VIA BORDONA 7,CASALFIUMANESE
11.486963,44.241913,15726,PIANELLE,VIA BORDONA FR 7,CASALFIUMANESE
11.481783,44.242035,15729,CASA MONTI,VIA SILLARO CASA MONTI,CASALFIUMANESE
11.714406,44.388486,16001,IMOLA PONTE AUTOSTRADA,VIA CORRECCHIO BV MOLINO ROSSO,IMOLA
11.714331,44.388506,16002,IMOLA PONTE AUTOSTRADA,VIA CORRECCHIO FR BV MOLINO ROSSO,IMOLA
11.719452,44.394973,16005,PERA,VIA CORRECCHIO 38,IMOLA
11.719365,44.394994,16006,PERA,VIA CORRECCHIO FR 38,IMOLA
11.724234,44.401413,16009,CASE BEGHINA,VIA CORRECCHIO FR BV PRATI CUPI,IMOLA
11.724159,44.401424,16010,CASE BEGHINA,VIA CORRECCHIO BV PRATI CUPI,IMOLA
11.738695,44.416911,16015,SASSO MORELLI,VIA SASSO MORELLI 28/B,SASSO MORELLI
11.738737,44.417,16016,SASSO MORELLI,VIA SASSO MORELLI 28/C,SASSO MORELLI
11.739046,44.428984,16017,STERLINA,VIA CORRECCHIO FR 146/B,IMOLA
11.73897,44.428976,16018,STERLINA,VIA CORRECCHIO 146/B,IMOLA
11.742728,44.443506,16021,PONIATOWSCHJ,VIA CORRECCHIO 152,IMOLA
11.742653,44.443517,16022,PONIATOWSCHJ,VIA CORRECCHIO FR 152,IMOLA
11.751405,44.453794,16025,FORNACE GUERRINO BV S.VIT,VIA CORRECCHIO 159,IMOLA
11.751319,44.453832,16026,FORNACE GUERRINO BV S.VIT,VIA CORRECCHIO FR 159,IMOLA
11.746958,44.464029,16029,FONDO LANDA,VIA LADELLO 39,IMOLA
11.746847,44.464077,16030,FONDO LANDA,VIA LADELLO FR 39,IMOLA
11.757771,44.476605,16033,BALIA VILLA ALBA,VIA LADELLO 51,IMOLA
11.757696,44.476625,16034,BALIA VILLA ALBA,VIA LADELLO FR 51,IMOLA
11.768458,44.485357,16037,FONDO MARTELLI,VIA LADELLO 64,IMOLA
11.768396,44.485386,16038,FONDO MARTELLI,VIA LADELLO FR 64,IMOLA
11.774967,44.49268,16041,VILLA SERRAGLIO SCUOLE,VIA CORONELLA FR 3/A,MASSA LOMBARDA
11.77488,44.4927,16042,VILLA SERRAGLIO SCUOLE,VIA CORONELLA 3/A,MASSA LOMBARDA
11.778966,44.496372,16045,VILLA SERRAGLIO,VIA STRADONE 22,MASSA LOMBARDA
11.778888,44.496311,16046,VILLA SERRAGLIO,VIA STRADONE FR 20,MASSA LOMBARDA
11.780415,44.502773,16049,FONDO SERRAGLIO,VIA MERLO 32,CONSELICE
11.780225,44.502742,16050,FONDO SERRAGLIO,VIA MERLO 21,MASSA LOMBARDA
11.779329,44.508499,16053,CANTINONE,VIA CARDINALA FR 3,CONSELICE
11.779241,44.508501,16054,CANTINONE,VIA CARDINALA 3,IMOLA
11.746448,44.390958,18001,BICOCCHINA,VIA SELICE MONTANARA FR 56/E,IMOLA
11.746975,44.391756,18002,BICOCCHINA,VIA SELICE MONTANARA FR BICOCCHINO,IMOLA
11.751345,44.397394,18005,REGGIANA,VIA SELICE MONTANARA BV REGGIANA,IMOLA
11.750483,44.396406,18006,REGGIANA,VIA SELICE MONTANARA 59,IMOLA
11.756441,44.403491,18009,CERAMICA,VIA SELICE MONTANARA 1,MORDANO
11.756058,44.403627,18010,CERAMICA,VIA SELICE MONTANARA FR 1/A,IMOLA
11.758518,44.406808,18013,MULINO VOLTA,VIA SELICE MONTANARA FR 6,MORDANO
11.758393,44.40682,18014,MULINO VOLTA,VIA SELICE MONTANARA 6,IMOLA
11.76404,44.413921,18201,BOTTEGA VOLTA,VIA SELICE MONTANARA FR 83,MORDANO
11.763966,44.41395,18202,BOTTEGA VOLTA,VIA SELICE MONTANARA 83,IMOLA
11.768908,44.420176,18203,SELICE PAGNINA,VIA SELICE 10/B,MORDANO
11.769778,44.421587,18204,SELICE PAGNINA,VIA SELICE 86,IMOLA
11.771909,44.424137,18205,PAINA,VIA SELICE MONTANARA FR 88/A,MORDANO
11.771771,44.424158,18206,PAINA,VIA SELICE MONTANARA 88/A,IMOLA
11.779192,44.433619,18209,PONTE MASSA BORELLA,VIA SELICE MONTANARA FR 94,MORDANO
11.779106,44.433648,18210,PONTE MASSA BORELLA,VIA SELICE MONTANARA 94,IMOLA
11.784844,44.441232,18213,CONTINA VECCHIA,VIA SELICE MONTANARA FR 96,MASSA LOMBARDA
11.784769,44.441243,18214,CONTINA VECCHIA,VIA SELICE MONTANARA 96,IMOLA
11.764347,44.413229,18401,BUBANO VOLTA,VIA FLUNO 35,MORDANO
11.764415,44.413345,18402,BUBANO VOLTA,VIA FLUNO FR 35,MORDANO
11.770821,44.410695,18405,CERAMICA RICCHETTI,VIA FLUNO FR 10/A,MORDANO
11.770875,44.410775,18406,CERAMICA RICCHETTI,VIA FLUNO 10/A,MORDANO
11.776558,44.408512,18409,CHIAVICA BIVIO,VIA FLUNO 5/B,MORDANO
11.776612,44.408591,18410,CHIAVICA BIVIO,VIA FLUNO FR 5/B,MORDANO
11.781705,44.411114,18413,BUBANO,VIA LUME 70/D,BUBANO
11.781544,44.411172,18414,BUBANO,VIA LUME FR 70/D,BUBANO
11.785697,44.412123,18415,COLOMBARA VECCHIA,VIA SAN FRANCESCO 23/E,BUBANO
11.7848,44.412559,18416,COLOMBARA VECCHIA,VIA SAN FRANCESCO 34,BUBANO
11.797159,44.407548,18417,CONDOTTO,VIA S.FRANCESCO FR 26,MORDANO
11.797199,44.407601,18418,CONDOTTO,VIA S.FRANCESCO 26,MORDANO
11.769936,44.403929,18419,MORDANO CHIAVICA,VIA COLOMBARONE FRONTE 446,BORGATA CHIAVICA
11.769757,44.404113,18420,MORDANO CHIAVICA,VIA COLOMBARONE 470,BORGATA CHIAVICA
11.80603,44.404485,18421,MORDANO SAN FRANCESCO,VIA S.FRANCESCO LATO CHIESA,MORDANO
11.80612,44.404527,18422,MORDANO SAN FRANCESCO,VIA S.FRANCESCO FR CHIESA,SAN FRANCESCO
11.811955,44.397883,18425,MORDANO,VIA BULZAMINI FR 2,MORDANO
11.811938,44.398055,18426,MORDANO,VIA BULZAMINI 2,MORDANO
11.811707,44.39716,18427,MORDANO TORRI,VIA BORGO GENERAL VITALI FR 8,MORDANO
11.811617,44.396856,18428,MORDANO TORRI,VIA BORGO GENERAL VITALI 8,MORDANO
11.818501,44.405815,18601,MORDANO BV VIA NUOVA,VIA LUGHESE NORD BV SEMINARIA,MORDANO
11.818364,44.405845,18602,MORDANO BV VIA NUOVA,VIA LUGHESE NORD BV NUOVA,MORDANO
11.822683,44.411284,18605,MORDANO BIVIO VIA BAZZINO,VIA LUGHESE NORD 26,MORDANO
11.822583,44.411304,18606,MORDANO BIVIO VIA BAZZINO,VIA LUGHESE NORD FR 26,MORDANO
11.825555,44.419018,18609,MURAGLIONE,VIA S.LUCIA 25,MASSA LOMBARDA
11.825467,44.419029,18610,MURAGLIONE,VIA S.LUCIA FR 25,MASSA LOMBARDA
11.831668,44.428814,18613,SANTA LUCIA BAGNINA,VIA S.LUCIA FR 42,MASSA LOMBARDA
11.83158,44.428816,18614,SANTA LUCIA BAGNINA,VIA S.LUCIA 42,MASSA LOMBARDA
11.837342,44.438062,18617,SANTA LUCIA,VIA S.LUCIA 7/C,MASSA LOMBARDA
11.837155,44.438094,18618,SANTA LUCIA,VIA S.LUCIA FR 7/C,MASSA LOMBARDA
11.839863,44.460001,18901,CASA SALVADORI,VIA BAGNAROLO 30,MASSA LOMBARDA
11.839725,44.460005,18902,CASA SALVADORI,VIA BAGNAROLO FR 30,MASSA LOMBARDA
11.846559,44.469485,18905,ZEPPA VECCHIA,VIA BAGNAROLO 99,MASSA LOMBARDA
11.846473,44.469523,18906,ZEPPA VECCHIA,VIA BAGNAROLO FR 99,CONSELICE
11.84574,44.477454,18909,ZEPPA NUOVA,VIA CANALAZZO 93,MASSA LOMBARDA
11.845664,44.477447,18910,ZEPPA NUOVA,VIA CANALAZZO FR 93,CONSELICE
11.826229,44.48923,18913,SAN PATRIZIO,VIA MAMELI FR 38,SAN PATRIZIO
11.826136,44.489142,18914,SAN PATRIZIO,VIA MAMELI 38,SAN PATRIZIO
11.827953,44.503294,18917,CASA LAMA,VIA SELICE 76,CONSELICE
11.827852,44.503297,18918,CASA LAMA,VIA SELICE FR 76,CONSELICE
11.469309,44.509489,20401,CASTENASO,VIA XXI OTTOBRE 1944 FR 3,CASTENASO
11.469172,44.509519,20402,CASTENASO,VIA XXI OTTOBRE 1944 CIV2,CASTENASO
11.470836,44.511968,20405,CASTENASO ACQUEDOTTO,VIA XXI OTTOBRE 1944 LATO ACQUEDOTTO,CASTENASO
11.470736,44.511988,20406,CASTENASO ACQUEDOTTO,VIA XXI OTTOBRE 1944 FR ACQUEDOTTO,CASTENASO
11.457392,44.504931,20509,CASTENASO STELLINA,VIA TOSARELLI 99/2,CASTENASO
11.457016,44.504966,20510,CASTENASO STELLINA,VIA TOSARELLI 212,CASTENASO
11.463623,44.507695,20513,CASTENASO CHIESA,VIA TOSARELLI 69,CASTENASO
11.463415,44.507537,20514,CASTENASO CHIESA,VIA TOSARELLI FR CHIESA,CASTENASO
11.516839,44.499257,20515,FONTANA LOUP,VIA SAN VITALE BV PRUNARO,BUDRIO
11.516997,44.499415,20516,FONTANA LOUP,VIA SAN VITALE BV PRUNARO,BUDRIO
11.468325,44.509132,20517,CASTENASO MUNICIPIO,VIA TOSARELLI 5,CASTENASO
11.468368,44.509249,20518,CASTENASO MUNICIPIO,VIA TOSARELLI FR 7,CASTENASO
11.528057,44.498621,20519,PALAZZO BLOCCHI,VIA SAN VITALE 75/F,BUDRIO
11.527698,44.498755,20520,PALAZZO BLOCCHI,VIA SAN VITALE,BUDRIO
11.471267,44.506395,20521,NASICA,VIA NASICA 69,CASTENASO
11.471732,44.506394,20522,NASICA,VIA NASICA 48,CASTENASO
11.475362,44.504775,20523,CASTENASO MAZZINI,VIA NASICA 103/3,CASTENASO
11.475403,44.504838,20524,CASTENASO MAZZINI,VIA NASICA FR 103/3,CASTENASO
11.508095,44.499792,20525,TREBBO DI BUDRIO,VIA SAN VITALE SP 253 KM 13,BUDRIO
11.508176,44.499925,20526,TREBBO DI BUDRIO,VIA SAN VITALE SP 253 FR KM 13,BUDRIO
11.534106,44.498298,20527,TENUTA PRUNARO,VIA SAN VITALE KM 15_000,BUDRIO
11.534589,44.498413,20528,TENUTA PRUNARO,VIA SAN VITALE KM 15_000,BUDRIO
11.524068,44.498881,20529,CANALETTI,VIA SAN VITALE 62,BUDRIO
11.523934,44.498974,20530,CANALETTI,VIA SAN VITALE FR 60,BUDRIO
11.611032,44.495965,20531,VILLA FONTANA,VIA ERCOLE DELLA VALLE FR 69,VILLA FONTANA
11.611013,44.4961,20532,VILLA FONTANA,VIA ERCOLE DELLA VALLE 69,VILLA FONTANA
