X,Y,codice,denominazi,ubicazione,comune
11.412605,44.504259,2477,ROTONDA ACQUA FRESCA,VIA DEL MURATORE P.L. 14-16,BOLOGNA
11.421505,44.504997,2479,VETRAIO,VIA DEL VETRAIO 21,BOLOGNA
11.392818,44.497204,2497,PIANETA,VIA SCANDELLARA,BOLOGNA
11.384783,44.496644,2498,SCUOLE SCANDELLARA,VIA SCANDELLARA 56,BOLOGNA
11.43886,44.501557,2501,CASTENASO VILLA BRIZZI,VIA TOSARELLI 149,VILLANOVA
11.438208,44.501625,2502,CASTENASO VILLA BRIZZI,VIA TOSARELLI 280,VILLANOVA
11.435707,44.502579,2801,CA` DELL`ORBO STAZIONE,VIA CA DELL ORBO 14,VILLANOVA
11.435653,44.502778,2802,CA` DELL`ORBO STAZIONE,VIA CA DELL ORBO,VILLANOVA
11.437548,44.505708,2803,CA` DELL`ORBO ZONA INDUST,VIA CA DELL ORBO 33,VILLANOVA
11.437311,44.50574,2804,CA` DELL`ORBO ZONA INDUST,VIA CA DELL ORBO 30/3,VILLANOVA
11.440343,44.509979,2805,CA` DELL`ORBO GRANDI,VIA CA DELL ORBO FR 34/10,CASTENASO
11.439431,44.508918,2806,CA` DELL`ORBO GRANDI,VIA CA DELL ORBO 34/8,VILLANOVA
11.371467,44.505123,3009,SAN DONATO,VIA SAN DONATO 87,BOLOGNA
11.366952,44.503912,3010,CENTRO ZANARDI,VIA SAN DONATO 68,BOLOGNA
11.370768,44.504948,3012,SAN DONATO,VIA SAN DONATO 98,BOLOGNA
11.384118,44.511179,3017,CADRIANO BIVIO,VIA SAN DONATO FR P.L. 62,BOLOGNA
11.384798,44.511813,3020,CADRIANO BIVIO,VIA SAN DONATO P.L. 62,BOLOGNA
11.390059,44.514322,3052,SALGARI,VIA SALGARI FR 25,BOLOGNA
11.395799,44.513481,3054,NEGRI,VIA SALGARI FR 65,BOLOGNA
11.391685,44.507932,3055,C.S. RECORD,VIA PILASTRO 15,BOLOGNA
11.395813,44.511041,3056,PILASTRO,VIA CASINI P.L. 16,BOLOGNA
11.395304,44.508153,3059,SVEVO,VIA PILASTRO (Scalo),BOLOGNA
11.393599,44.509215,3061,PANZINI,VIA PANZINI FR. 3,BOLOGNA
11.393302,44.50933,3074,PANZINI,VIA PANZINI FR P.L. 7,BOLOGNA
11.400758,44.511063,3075,SIGHINOLFI,VIA SIGHINOLFI FR PL 5,BOLOGNA
11.370182,44.500108,3106,DUSE,VIA MONDO 16-18/A,BOLOGNA
11.37699,44.499255,3108,TERRAPIENO MONDO,VIA DEL TERRAPIENO FR PL 13,BOLOGNA
11.373507,44.500516,3109,ANDREINI,VIA ANDREINI 32/D,BOLOGNA
11.372615,44.498995,3110,MONDO,VIA MONDO FR 53,BOLOGNA
11.374022,44.502981,3111,BEOLCO,VIA ANDREINI FR 23/B,BOLOGNA
11.373567,44.501388,3112,ANDREINI,VIA ANDREINI FR 30/E,BOLOGNA
11.373757,44.502978,3114,BEOLCO,VIA ANDREINI 23,BOLOGNA
11.378524,44.500781,3116,TERRAPIENO,VIA DEL TERRAPIENO 15,BOLOGNA
11.371999,44.502105,3122,RISTORI,VIA RISTORI 19,BOLOGNA
11.371934,44.495868,3133,STAZIONE SAN VITALE,SOTTOPASSO TRA VIA SANTE VINCENZI - VIA,BOLOGNA
11.372163,44.495917,3134,STAZIONE SAN VITALE,SOTTOPASSO TRA VIA SANTE VINCENZI VIA TO,BOLOGNA
11.360316,44.499377,3151,CAVALCAVIA SAN DONATO,VIA BARONTINI 3,BOLOGNA
11.361676,44.500357,3152,CAVALCAVIA SAN DONATO,VIA FABBRI 109,BOLOGNA
11.36337,44.498692,3153,ROSSI,VIA ROSSI 9,BOLOGNA
11.36288,44.498721,3154,ROSSI,VIA ROSSI 6,BOLOGNA
11.363342,44.50206,3161,MERCATO SAN DONATO,VIA AMASEO 5,BOLOGNA
11.365735,44.496843,3162,DEHON,VIA LIBIA FR 50,BOLOGNA
11.365547,44.496847,3163,DEHON,VIA LIBIA 50,BOLOGNA
11.36589,44.494769,3164,LIBIA,VIA LIBIA FR 20/3,BOLOGNA
11.365752,44.49416,3165,LIBIA,VIA LIBIA 18,BOLOGNA
11.365756,44.502343,3166,ARTIGIANO,VIA DELL`ARTIGIANO 50,BOLOGNA
11.357455,44.507052,3201,VESTRI,VIA DEL LAVORO 44,BOLOGNA
11.360688,44.50487,3204,RUGGERI,VIA RUGGERI 6,BOLOGNA
11.360612,44.503908,3205,PEZZANA,VIA DEL LAVORO 16,BOLOGNA
11.357996,44.506744,3210,VESTRI,VIA DEL LAVORO 31,BOLOGNA
11.354819,44.507818,3212,DOPOLAVORO FERROVIARIO,VIA SEBASTIANO SERLIO 30/E,BOLOGNA
11.351318,44.508359,3214,BIGARI,VIA SEBASTIANO SERLIO 24/2,BOLOGNA
11.350065,44.509717,3216,CRETI,VIA FRANCESCHINI FR 12,BOLOGNA
11.355108,44.506867,3301,CAVALCAVIA MASCARELLA,VIA STALINGRADO 15/6,BOLOGNA
11.355106,44.507137,3302,CAVALCAVIA MASCARELLA,VIA STALINGRADO P.L. 48,BOLOGNA
11.356114,44.508737,3303,STALINGRADO,VIA STALINGRADO 27,BOLOGNA
11.356029,44.509125,3304,STALINGRADO,VIA STALINGRADO 24,BOLOGNA
11.35788,44.512274,3305,STALINGRADO PARRI,VIA STALINGRADO FR P.L. 75,BOLOGNA
11.362813,44.508571,3307,FIERA A.MORO,VIALE ALDO MORO PL 41,BOLOGNA
11.357524,44.512191,3308,STALINGRADO PARRI,VIA STALINGRADO,BOLOGNA
11.359143,44.514886,3309,CALZONI,VIA STALINGRADO 47,BOLOGNA
11.358336,44.513921,3310,CALZONI,VIA STALINGRADO FR 45,BOLOGNA
11.360838,44.517605,3311,BONVICINI,VIA STALINGRADO FR 84,BOLOGNA
11.360359,44.517885,3312,BONVICINI,VIA STALINGRADO 84,BOLOGNA
11.362512,44.52073,3313,TANGENZIALE FIERA,VIA STALINGRADO FR 86-96,BOLOGNA
11.36227,44.520979,3314,TANGENZIALE FIERA,VIA STALINGRADO 86-96,BOLOGNA
11.366105,44.526174,3315,PARCO NORD,VIA STALINGRADO FR P.L. 197,BOLOGNA
11.366888,44.527797,3317,DOZZA,VIA STALINGRADO FR P.L. 112,BOLOGNA
11.361098,44.522164,3318,MANIFATTURA,VIA MANIFATTURA 3,BOLOGNA
11.371941,44.540664,3323,CASE NUOVE,VIA FERRARESE 227/1,BOLOGNA
11.364778,44.525113,3325,PARCO NORD,VIA STALINGRADO ALTEZZA PARCHEGGIO NORD,BOLOGNA
11.3629,44.525962,3327,DON GNOCCHI,VIA FERRARESE FR PL 96/97,BOLOGNA
11.371789,44.540649,3330,CASE NUOVE,VIA FERRARESE FR 227,BOLOGNA
11.3605,44.510176,3331,PARCHEGGIO COSTITUZIONE,VIALE A.MORO FR P.L. 22,BOLOGNA
11.360422,44.51043,3332,PARCHEGGIO COSTITUZIONE,VIALE A.MORO FR P.L. 21,BOLOGNA
11.373139,44.499525,3337,MONDO,VIA ANDREINI P.L. 29,BOLOGNA
11.360821,44.508144,3339,SERENA,VIA CADUTI DI VIA FANI 3/C,BOLOGNA
11.362549,44.505776,3341,NOVELLI,VIA NOVELLI FR 1,BOLOGNA
11.364363,44.50708,3351,ALDO MORO,VIALE A.MORO FR INGRESSO CIV30,BOLOGNA
11.364235,44.507344,3352,ALDO MORO,VIALE A.MORO FR P.L. 51,BOLOGNA
11.370875,44.506657,3355,FERRAVILLA,VIA FERRAVILLA P.L. 6,BOLOGNA
11.374101,44.524144,3362,CAMPING CITTA` DI BOLOGNA,VIA ROMITA 2 MT PRIMA CIV.12/4,BOLOGNA
11.357445,44.521763,3500,FERMATA SERVIZIO FERRARES,INTERNO DEPOSITO FERRARESE,BOLOGNA
11.389808,44.514651,3501,VIRGOLONE,VIA SAN DONATO P.L. 111,BOLOGNA
11.397649,44.518691,3503,MENARINI,VIA SAN DONATO 195,BOLOGNA
11.411146,44.524383,3509,PICCOLO COW BOY,VIA SAN DONATO 213,BOLOGNA
11.411533,44.524618,3510,PICCOLO COW BOY,VIA SAN DONATO 206,BOLOGNA
11.417807,44.527519,3511,FRULLO (BIVIO),VIA SAN DONATO 217,BOLOGNA
11.417696,44.527585,3512,FRULLO (BIVIO),VIA SAN DONATO 5,QUARTO INFERIORE
11.422059,44.529905,3513,QUARTO CENTRO,VIA SAN DONATO 34/B,QUARTO INFERIORE
11.42208,44.530102,3514,QUARTO CENTRO,VIA SAN DONATO 47,QUARTO INFERIORE
11.42473,44.531504,3517,QUARTO S.DONATO RISORGIME,VIA SAN DONATO 54,QUARTO INFERIORE
11.424544,44.531571,3518,QUARTO S.DONATO RISORGIME,VIA SAN DONATO 67/B,QUARTO INFERIORE
11.401192,44.515204,3543,ROTONDA BARONI,VIA GIUSEPPE FANIN FR PL 7,BOLOGNA
11.401624,44.515303,3544,ROTONDA BARONI,VIA GIUSEPPE FANIN FR PL 8,BOLOGNA
11.398015,44.515667,3545,CARNACINI,VIA TITO CARNACINI,BOLOGNA
11.406627,44.513361,3547,FACOLTA` DI AGRARIA,VIA GIUSEPPE FANIN FR PL 31,BOLOGNA
11.406609,44.513532,3548,FACOLTA` DI AGRARIA,VIA GIUSEPPE FANIN FR PL 32,BOLOGNA
11.409406,44.512402,3549,CAAB,VIA G.FANIN FR PL 51,BOLOGNA
11.409251,44.512603,3550,CAAB,VIA G.FANIN FR PL 52,BOLOGNA
11.425692,44.529512,3551,QUARTO MONTI,VIA MONTI FR 1,QUARTO INFERIORE
11.401782,44.517622,3553,COMMERCIO ASSOCIATO,VIA DEL COMMERCIO ASSOCIATO FR PL 16,BOLOGNA
11.421549,44.513657,3554,FIORINI,VIA S.CATERINA DI QUARTO 30M PRIMA V.FIO,BOLOGNA
11.40078,44.517112,3555,COMMERCIO ASSOCIATO BARON,VIA DEL COMMERCIO ASSOCIATO 3,BOLOGNA
11.384107,44.512142,3601,CADRIANO BIVIO,VIA CADRIANO FR PL 3,BOLOGNA
11.383929,44.51211,3602,CADRIANO BIVIO,VIA CADRIANO PL 6,BOLOGNA
11.381167,44.519361,3603,SAN NICOLO` DI VILLOLA,VIA CADRIANO FR 12,SAN NICOL- IN VILLOLA
11.381065,44.519309,3604,SAN NICOLO` DI VILLOLA,VIA CADRIANO FR 11,SAN NICOL- IN VILLOLA
11.380423,44.523337,3605,FABBRERIA,VIA CADRIANO FR 28,BOLOGNA
11.38032,44.523276,3606,FABBRERIA,VIA CADRIANO 28,BOLOGNA
11.414651,44.532754,3607,Z.I. QUARTO GIOVANNI XXII,VIA 1` MAGGIO 18,QUARTO INFERIORE
11.414393,44.532615,3608,Z.I. QUARTO GIOVANNI XXII,VIA 1` MAGGIO FR 18,QUARTO INFERIORE
11.381383,44.526495,3609,BALDA,VIA CADRIANO 25,BOLOGNA
11.381162,44.526626,3610,BALDA,VIA CADRIANO FR 25,BOLOGNA
11.388681,44.53295,3611,CENTRO LATTE GRANAROLO,VIA CADRIANO FR PL 106,BOLOGNA
11.387684,44.532269,3612,CENTRO LATTE GRANAROLO,VIA CADRIANO FR 27,BOLOGNA
11.393301,44.53911,3613,FRABAZZA,VIA CADRIANO 35,FRABAZZA II
11.393114,44.539159,3614,FRABAZZA,VIA CADRIANO FR 35,BOLOGNA
11.382171,44.517431,3615,CADRIANO EUROPA,VIA CADIANO P.L. 13703,BOLOGNA
11.381928,44.517346,3616,CADRIANO EUROPA,VIA CADRIANO 6/7,BOLOGNA
11.414934,44.527139,3651,Z.I. QUARTO LAVORO,VIA DEL LAVORO 4,QUARTO INFERIORE
11.415116,44.526964,3652,Z.I. QUARTO LAVORO,VIA DEL LAVORO FR 2,QUARTO INFERIORE
11.41224,44.52924,3653,Z.I. QUARTO 1` MAGGIO,VIA 1` MAGGIO 2,QUARTO INFERIORE
11.412238,44.529492,3654,Z.I. QUARTO 1` MAGGIO,VIA 1` MAGGIO FR 2,QUARTO INFERIORE
11.413621,44.531281,3655,Z.I. QUARTO MARZABOTTO,VIA 1` MAGGIO FR 17,QUARTO INFERIORE
11.413576,44.531417,3656,Z.I. QUARTO MARZABOTTO,VIA 1` MAGGIO 17,QUARTO INFERIORE
11.417306,44.532139,3661,Z.I. QUARTO BADINI,VIA BADINI 7,QUARTO INFERIORE
11.416992,44.532461,3662,Z.I. QUARTO BADINI,VIA BADINI FR 7,QUARTO INFERIORE
11.378606,44.546377,3703,CASE SANT`ANNA,VIA FERRARESE FR P.L. 200,BOLOGNA
11.378494,44.546415,3704,CASE SANT`ANNA,VIA FERRARESE P.L. 200,BOLOGNA
11.347122,44.510057,3999,PIAZZA DELL`UNITA`,VIA MATTEOTTI 35/G,BOLOGNA
11.346827,44.509621,4006,PIAZZA DELL`UNITA`,VIA MATTEOTTI 28/F,BOLOGNA
11.347547,44.511569,4007,PIAZZA DELL`UNITA`,PIAZZA DELL`UNITA` 11/E,BOLOGNA
11.347684,44.517175,4012,LOMBARDI,VIA CORTICELLA FR 61,BOLOGNA
11.353652,44.552864,4044,BENTINI SOTTOVIA,VIA BENTINI P.L. 46,CASTEL MAGGIORE
11.353658,44.553008,4045,BENTINI SOTTOVIA,VIA BENTINI FR P.L. 46,CASTEL MAGGIORE
11.350899,44.553605,4046,FABBRI,VIA FABBRI 26,CASTEL MAGGIORE
11.350595,44.553224,4047,FABBRI,VIA FABBRI Fr 26/A,CASTEL MAGGIORE
11.35278,44.550919,4048,COLOMBO,VIA COLOMBO 155,BOLOGNA
11.35262,44.550995,4049,COLOMBO,VIA COLOMBO FR 155,BOLOGNA
11.351378,44.549544,4050,VILLAGGIO RURALE,VIA COLOMBO P.L. 63,BOLOGNA
11.355193,44.543947,4078,MARESCALCHI,VIA CORTICELLA 261/30,BOLOGNA
11.355119,44.54366,4080,MARESCALCHI,VIA CORTICELLA 218/L,BOLOGNA
11.353374,44.510972,4099,LIBERAZIONE,VIA LIBERAZIONE P.L. 15,BOLOGNA
11.350859,44.510394,4103,CRETI,VIA CRETI 41,BOLOGNA
11.35064,44.510569,4104,CRETI,VIA CRETI 12/A,BOLOGNA
11.355139,44.509819,4105,STALINGRADO,VIA CRETI 73/D,BOLOGNA
11.355145,44.509972,4106,STALINGRADO,VIA CRETI 36,BOLOGNA
11.35535,44.510697,4107,STALINGRADO,VIA DELLA LIBERAZIONE FR 1/I,BOLOGNA
11.350799,44.508891,4109,BIGARI,VIA BIGARI 8,BOLOGNA
11.353729,44.507922,4111,DOPOLAVORO FERROVIARIO,VIA SEBASTIANO SERLIO FR 28,BOLOGNA
11.345553,44.507028,4201,CARRACCI MATTEOTTI (STAZI,VIA CARRACCI 3,BOLOGNA
11.344686,44.507037,4202,CARRACCI STAZIONE AV,VIA CARRACCI FR 13A,BOLOGNA
11.341562,44.50756,4203,CARRACCI NICOLO DALL`ARCA,VIA CARRACCI 51/2,BOLOGNA
11.341532,44.507462,4204,CARRACCI NICOLO DALL`ARCA,VIA CARRACCI FR 51,BOLOGNA
11.335493,44.508378,4205,CASE FERROVIERI,VIA CARRACCI 71/12,BOLOGNA
11.335376,44.50829,4206,CASE FERROVIERI,VIA CARRACCI 2/10,BOLOGNA
11.331801,44.508868,4209,CARRACCI,VIA CARRACCI 75,BOLOGNA
11.331609,44.508791,4210,CARRACCI,VIA CARRACCI FR 75,BOLOGNA
11.350552,44.510895,4301,FRANCESCHINI,VIA FRANCESCHINI FR 22,BOLOGNA
11.349671,44.511498,4302,ZUCCA,VIA FERRARESE 16,BOLOGNA
11.352082,44.512646,4303,CIGNANI,VIA FERRARESE 113/A,BOLOGNA
11.352409,44.513575,4304,CIGNANI,VIA FERRARESE 26,BOLOGNA
11.353094,44.51466,4305,CASARALTA,VIA FERRARESE 153/F,BOLOGNA
11.353095,44.514993,4306,CASARALTA,VIA FERRARESE 42,BOLOGNA
11.355909,44.518004,4308,CASONI,VIA FERRARESE 104,BOLOGNA
11.35454,44.516196,4309,PASSAROTTI,VIA FERRARESE FR 60,BOLOGNA
11.356991,44.518324,4311,CASONI,VIA CASONI FR P.L. 3,BOLOGNA
11.359658,44.517675,4313,BONVICINI,VIA CASONI P.L. 11,BOLOGNA
11.355656,44.518595,4314,CALZOLARI,VIA CALZOLARI 5/B,BOLOGNA
11.356268,44.518159,4315,CASONI,VIA FERRARESE FR 104,BOLOGNA
11.354573,44.516385,4316,PASSAROTTI,VIA FERRARESE 102/3,BOLOGNA
11.359246,44.522428,4317,MANIFATTURA,VIA FERRARESE FR PL 80/81,BOLOGNA
11.358012,44.521166,4318,DEPOSITO FERRARESE,VIA FERRARESE DEPOSITO,BOLOGNA
11.357966,44.520951,4319,DEPOSITO FERRARESE,VIA FERRARESE 30MT PRIMA FRONTE INGR.DEP,BOLOGNA
11.346056,44.508269,4399,SACRO CUORE,VIA TIARINI 1,BOLOGNA
11.343033,44.51069,4403,ARCA,VIA DALL`ARCA 25,BOLOGNA
11.341077,44.511477,4404,FIORAVANTI TIBALDI,VIA FIORAVANTI FR 43/A,BOLOGNA
11.344376,44.511238,4406,BOLOGNINA,VIA TIBALDI 28,BOLOGNA
11.342381,44.51263,4409,BOLOGNESE,VIA BOLOGNESE 35,BOLOGNA
11.342374,44.511514,4410,TIBALDI DALL`ARCA,VIA TIBALDI FR 31/A,BOLOGNA
11.338261,44.514371,4411,GOBETTI,VIA GOBETTI 37,BOLOGNA
11.339878,44.513275,4412,GOBETTI,VIA GOBETTI FR P.L. 22,BOLOGNA
11.337042,44.515971,4413,BATTIFERRO,VIA GOBETTI 49/N,BOLOGNA
11.336737,44.515906,4414,BATTIFERRO,VIA GOBETTI FR 49/N,BOLOGNA
11.341104,44.516878,4425,BARBIERI,VIA BARBIERI 105,BOLOGNA
11.341099,44.516743,4426,BARBIERI,VIA BARBIERI 74,BOLOGNA
11.337411,44.517017,4427,ROTONDA GOBETTI,VIA BARBIERI 131,BOLOGNA
11.337568,44.51687,4428,ROTONDA GOBETTI,VIA BARBIERI 102,BOLOGNA
11.332144,44.517152,4429,NAVILE,VIA GAGARIN FR P.L. 23,BOLOGNA
11.332208,44.516872,4430,NAVILE,VIA GAGARIN FR P.L. 24,BOLOGNA
11.329532,44.517269,4433,GAGARIN,VIA GAGARIN FR 5,BOLOGNA
11.329671,44.516978,4434,GAGARIN,VIA GAGARIN 5,BOLOGNA
11.342185,44.514011,4451,FIORAVANTI,VIA FIORAVANTI 61,BOLOGNA
11.342007,44.51397,4452,FIORAVANTI,VIA FIORAVANTI 46/2/A,BOLOGNA
11.342458,44.515806,4453,FONDO COMINI,VIA FIORAVANTI 101/A,BOLOGNA
11.34223,44.515757,4454,FONDO COMINI,VIA FIORAVANTI FR 101/A,BOLOGNA
11.342069,44.51739,4455,ARCOVEGGIO CHIESA,VIA FIORAVANTI 119/D,BOLOGNA
11.34279,44.519067,4456,PALESTRA IPPODROMO,VIA ARCOVEGGIO 24-26,BOLOGNA
11.343216,44.519329,4459,PALESTRA IPPODROMO,VIA ARCOVEGGIO FR 38,BOLOGNA
11.343669,44.521516,4460,VILLA ERBOSA,VIA ARCOVEGGIO 50,BOLOGNA
11.343941,44.521726,4461,VILLA ERBOSA,VIA ARCOVEGGIO FR 52,BOLOGNA
11.345316,44.524948,4463,ARCOVEGGIO,VIA ARCOVEGGIO P.L. 26,BOLOGNA
11.345028,44.524351,4464,ARCOVEGGIO,VIA ARCOVEGGIO FR 43/5,BOLOGNA
11.346381,44.527654,4467,C.S. VIRTUS,VIA ARCOVEGGIO 49,BOLOGNA
11.34651,44.528047,4468,C.S. VIRTUS,VIA ARCOVEGGIO 60,BOLOGNA
11.347203,44.530887,4469,COOPERAZIONE,VIA ARCOVEGGIO FR P.L. 57,BOLOGNA
11.347129,44.530915,4470,COOPERAZIONE,VIA ARCOVEGGIO P.L. 56,BOLOGNA
11.348165,44.534135,4471,DON BEDETTI,VIA ARCOVEGGIO FR P.L. 71,BOLOGNA
11.34802,44.534291,4472,DON BEDETTI,VIA ARCOVEGGIO P.L. 70,BOLOGNA
11.35047,44.536374,4475,LAPIDARI,VIA ARCOVEGGIO FR P.L. 82,BOLOGNA
11.350245,44.536406,4476,LAPIDARI,VIA ARCOVEGGIO 74/7,BOLOGNA
11.35181,44.538705,4477,CASA BUIA,VIA ARCOVEGGIO FR 114,BOLOGNA
11.351361,44.539128,4478,CASA BUIA,VIA ARCOVEGGIO 120,BOLOGNA
11.365349,44.547922,4601,ISTITUTO SERPIERI,VIA PEGLION FR 25,BOLOGNA
11.365138,44.54799,4602,ISTITUTO SERPIERI,VIA PEGLION 25,BOLOGNA
11.333019,44.503126,5001,PORTA LAME,VIA ZANARDI 3,BOLOGNA
11.332806,44.503149,5002,PORTA LAME,VIA ZANARDI 4/A,BOLOGNA
11.331457,44.505598,5003,BOVI CAMPEGGI,VIA ZANARDI 31,BOLOGNA
11.331351,44.505465,5004,BOVI CAMPEGGI,VIA ZANARDI FR 29/A,BOLOGNA
11.328579,44.510725,5005,SOTTOPASSO ZANARDI,VIA ZANARDI P.L. 17,BOLOGNA
11.328498,44.510592,5006,SOTTOPASSO ZANARDI,VIA ZANARDI P.L. 16,BOLOGNA
11.327594,44.512222,5009,POSTE,VIA ZANARDI 41,BOLOGNA
11.327402,44.512145,5010,POSTE,VIA ZANARDI FR. 41,BOLOGNA
11.325005,44.516407,5011,OCA,VIA ZANARDI 83/D,BOLOGNA
11.324636,44.517252,5012,OCA,VIA ZANARDI 90,BOLOGNA
11.324692,44.517385,5013,OCA,VIA ZANARDI 99,BOLOGNA
11.324851,44.516329,5014,OCA,VIA ZANARDI 70/D,BOLOGNA
11.323065,44.518868,5017,ZANARDI,VIA ZANARDI 139,BOLOGNA
11.322862,44.518836,5018,ZANARDI,VIA ZANARDI 108,BOLOGNA
11.321514,44.521636,5019,SELVA PESCAROLA,VIA ZANARDI 175/B,BOLOGNA
11.321202,44.521715,5020,SELVA PESCAROLA,VIA ZANARDI 150,BOLOGNA
11.320509,44.522305,5021,PESCAROLA,VIA ZANARDI 185,BOLOGNA
11.319683,44.522736,5022,PESCAROLA,VIA ZANARDI 184,BOLOGNA
11.322228,44.521865,5023,SELVA DI PESCAROLA ZANARD,VIA SELVA DI PESCARPLA 3,BOLOGNA
11.318125,44.525018,5025,C.S. PESCAROLA,VIA ZANARDI P.L. 82,BOLOGNA
11.318067,44.524831,5026,C.S. PESCAROLA,VIA ZANARDI 228,BOLOGNA
11.316906,44.52697,5027,BORRE,VIA ZANARDI 311,BOLOGNA
11.316955,44.526609,5028,BORRE,VIA ZANARDI 244,BOLOGNA
11.314218,44.52995,5029,TRAGHETTO,VIA ZANARDI P.L. 133/99,BOLOGNA
11.314346,44.529389,5030,TRAGHETTO,VIA ZANARDI 328,BOLOGNA
11.324036,44.52398,5031,SELVA DI PESCAROLA,VIA SELVA DI PESCAROLA 19/C,BOLOGNA
11.31525,44.533134,5032,NOCE,VIA ZANARDI 480,BOLOGNA
11.314603,44.531734,5033,CENTRO PROVE AUTOVEICOLI,VIA ZANARDI 379,BOLOGNA
11.314429,44.531791,5034,CENTRO PROVE AUTOVEICOLI,VIA ZANARDI FR 367,BOLOGNA
11.315499,44.533381,5035,NOCE,VIA ZANARDI FR 502,BOLOGNA
11.323158,44.525654,5037,SELVA DI PESCAROLA BENAZZ,VIA SELVA DI PESCAROLA 33,BOLOGNA
11.315761,44.533322,5038,NOCE,VIA ZANARDI 395,BOLOGNA
11.320967,44.525933,5039,MOLINO DI PESCAROLA,VIA MOLINO DI PESCAROLA 56/64,BOLOGNA
11.331047,44.520253,5105,BOTTEGO,VIA BEVERARA P.L. 33,BOLOGNA
11.330907,44.518303,5106,CHIESA BEVERARA,VIA BEVERARA FR 79,BOLOGNA
11.331392,44.521957,5109,BEVERARA,VIA BEVERARA 123,BOLOGNA
11.330961,44.519994,5110,BOTTEGO,VIA BEVERARA 154/A,BOLOGNA
11.332376,44.524854,5111,PELLEGRINO,VIA BEVERARA 163,BOLOGNA
11.331193,44.521691,5112,BEVERARA,VIA BEVERARA 182,BOLOGNA
11.333467,44.528234,5113,TANGENZIALE LAME,VIA COLOMBO 5,BOLOGNA
11.332151,44.525218,5114,PELLEGRINO,VIA BEVERARA 234,BOLOGNA
11.334621,44.530965,5117,FORNACE,VIA COLOMBO PL ????,BOLOGNA
11.332919,44.528047,5118,TANGENZIALE LAME,VIA COLOMBO FR 5,BOLOGNA
11.334244,44.530973,5120,FORNACE,VIA COLOMBO P.L.22,BOLOGNA
11.336633,44.532175,5122,SOSTEGNO,VIA COLOMBO 11,BOLOGNA
11.330064,44.523677,5151,IMPOSTE DIRETTE,VIA POLO P.L. 48,BOLOGNA
11.330347,44.523824,5152,IMPOSTE DIRETTE,VIA POLO FR P.L. 49,BOLOGNA
11.331498,44.502527,5199,PORTA LAME,VIA PIER DE CRESCENZI 9C-11,BOLOGNA
11.333414,44.503577,5201,PARMEGGIANI,VIA PARMEGGIANI 2/3,BOLOGNA
11.33342,44.503406,5202,PARMEGGIANI,VIA PARMEGGIANI 3,BOLOGNA
11.330651,44.503994,5203,CASARINI,VIA CASARINI 7,BOLOGNA
11.33012,44.503942,5204,CASARINI,VIA CASARINI 18,BOLOGNA
11.325514,44.502956,5205,MALVASIA,VIA CASARINI 25,BOLOGNA
11.327873,44.502475,5206,SCALO,VIA DELLO SCALO 21-23,BOLOGNA
11.329053,44.506205,5208,TANARI,INGRESSO PARCHEGGIO TANARI,BOLOGNA
11.326634,44.4998,5209,PORTA SAN FELICE,VIA DELLO SCALO Fr 1,BOLOGNA
11.324619,44.501011,5210,SAN PIO V,VIA SAN PIO 13,BOLOGNA
11.327589,44.502301,5211,SCALO,VIA DELLO SCALO 16,BOLOGNA
11.330299,44.506216,5213,TANARI,VIA TANARI 1/2,BOLOGNA
11.32941,44.505685,5214,TANARI,VIA TANARI PL 14/A,BOLOGNA
11.299423,44.511236,5260,GIORGIONE,VIA GIORGIONE 37,BOLOGNA
11.327082,44.522099,5301,DE GAMA,VIA DE GAMA FR 27,BOLOGNA
11.3285,44.521701,5302,DE GAMA,VIA DE GAMA 35,BOLOGNA
11.324988,44.521043,5304,PANE,VIA DE GAMA 15,BOLOGNA
11.324336,44.518554,5305,USODIMARE,VIA DE GAMA FR 3,BOLOGNA
11.324411,44.518859,5306,USODIMARE,VIA DE GAMA 5,BOLOGNA
11.324753,44.520814,5307,PANE,VIA DE GAMA FR 13-15,BOLOGNA
11.315998,44.524387,5401,AGUCCHI,VIA AGUCCHI FR 183,BOLOGNA
11.316169,44.524266,5402,AGUCCHI,VIA AGUCCHI 183,BOLOGNA
11.313165,44.523706,5403,VARANINI,VIA AGUCCHI FR 173,BOLOGNA
11.31326,44.52356,5404,VARANINI,VIA AGUCCHI 173,BOLOGNA
11.301292,44.513972,5411,C.S. PONTELUNGO,VIA AGUCCHI P.L. 19,BOLOGNA
11.301496,44.514039,5412,C.S. PONTELUNGO,VIA AGUCCHI FR 84,BOLOGNA
11.298229,44.510927,5413,PONTE ROMANO,VIA AGUCCHI 58,BOLOGNA
11.317104,44.537346,5501,ZANARDI CINTURA FERROVIAR,VIA ZANARDI 437,BOLOGNA
11.317016,44.537365,5502,ZANARDI CINTURA FERROVIAR,VIA ZANARDI FR 437,BOLOGNA
11.320573,44.545143,5503,CAVE,VIA ZANARDI INCROCIO CON VIA CONTI,CASTEL MAGGIORE
11.320463,44.545227,5504,CAVE,VIA ZANARDI INCROCIO CON VIA CONTI,BOLOGNA
11.266128,44.536409,5601,ZONA ARTIGIANALE COMMENDA,VIA PERSICETANA P.L. 46,BARGELLINO
11.265023,44.537763,5602,ZONA ARTIGIANALE COMMENDA,VIA PERSICETANA 30/4,BOLOGNA
