codice_linea;codice_fermata;denominazione;ubicazione;comune;coordinata_x;coordinata_y;latitudine;longitudine;codice_zona
314;602000;PONTE GIGLIOLI;SP12;BERRA;743403;983794;44,964035;12,085273;614
314;602007;PALAZZONE;VIA MONGINI STEFANO 77;SERRAVALLE;739711;983939;44,966598;12,038593;614
314;602013;PONTE NUOVO;BIVIO PAMPANO - ARIANO 145;BERRA;736902;984032;44,968379;12,003067;614
314;602016;PONTE BARUFFA;VIA ALBERSANO 52;BERRA;735839;984836;44,975961;11,989981;614
314;602023;BERRA UFFICIO IGIENE;VIA BELLARIA F22;BERRA;734523;985385;44,981334;11,973569;614
314;602026;BERRA METANO;VIA BELLARIA 184;BERRA;734316;985005;44,977986;11,97077;614
314;602029;BINDOLA;BIVIO PAMPANO - ARIANO F23;BERRA;733252;983720;44,966786;11,956699;614
314;602036;CARMIGNANO;BIVIO PAMPANO - ARIANO 259;BERRA;730178;983370;44,964645;11,91761;613
314;602039;CANOVA;VIA DUE GIUGNO 138;BERRA;729543;983205;44,963367;11,909494;613
314;602042;COLOGNA;PIAZZA LIBERTA` 22;COLOGNA;728601;983612;44,967331;11,897749;613
314;602045;GUERRA;VIA PROVINCIALE 119;COLOGNA;728217;983694;44,968192;11,892923;613
314;607006;SALETTA;VIA PIZZARDI A. 8;SALETTA;718987;974779;44,890947;11,772157;612
314;607009;STRADA CA` MATTE;VIA CA MATTE 25;COPPARO;718823;975667;44,898982;11,770466;612
314;607012;CA` MATTE;VIA CAMATTE 73;COPPARO;718830;976256;44,904275;11,77081;612
314;607015;PIOPPETTE;DAZIO DI GUARDA F140;COPPARO;720230;977034;44,910838;11,788861;612
314;607022;BERCO;VICOLO PRIMO MAGGIO 227;COPPARO;722682;974972;44,891533;11,818979;612
314;607025;FORNO VALENTINO;VIA PO 106;COPPARO;722250;976212;44,902818;11,814059;612
314;607054;COPPARO EX.MAGLIFICIO;COPPARO 29;COPPARO;721525;974679;44,889261;11,804216;612
314;607076;PRIMICELLO;COPPARO 63;COPPARO;720971;974675;44,889397;11,797207;612
314;607092;COPPARO CASA CANTONIERA;COPPARO 85;COPPARO;719980;974019;44,883806;11,784388;612
314;607096;CESTA;VIA PROV. PER COLOGNA 37;CESTA;726240;977726;44,91517;11,865212;612
314;607099;CESTA CONSORZIO;VIA BARONCINI V. 2;CESTA;726490;977937;44,916987;11,86847;612
314;607102;STORARI;COPPARO 37;COPPARO;727303;980250;44,937522;11,879797;613
314;607134;COPPARO VIALE NORD;V.LE RICCI  I. 3;COPPARO;723883;975702;44,897719;11,834493;612
314;614004;LE VALLINE;BIVIO PAMPANO - ARIANO KM 19;MESOLA;745696;982142;44,948394;12,113501;615
314;614007;CASE DELTA;VIA PROVINCIALE 74;MESOLA;756484;973928;44,870747;12,245878;618
314;614020;BIVIO ROMEA FONDO;VIA NUOVA CORRIERA F155;MESOLA;754906;977048;44,899357;12,227502;618
314;625007;GALLIANA;VIA CRISTINA 42;GORO;760134;971883;44,85104;12,290961;619
314;631000;BONACCORSI;VIA GINO LUISARI;MESOLA;745859;981835;44,945578;12,115415;615
314;631003;BONACCORSI;BIVIO PAMPANO - ARIANO 57;ARIANO FERRARESE;745877;981787;44,94514;12,115619;615
315;607001;COPPARO VIALE MORO;V.LE MORO A. 9;COPPARO;722751;975052;44,892231;11,819887;612
315;607011;COPPARO VIALE MORO;V.LE MORO A. 10;COPPARO;722695;975053;44,892258;11,819179;612
315;607033;PONTE CARINA;VIA ARGINE CORLETTO 1;COPPARO;731098;976331;44,901063;11,926043;612
315;607036;CASE NOGAROLE;VIA S. CARLO 161;COPPARO;730618;977058;44,907755;11,920302;612
315;607107;MOTTE;VIA FACCINI V. F29;COPPARO;727811;977177;44,909731;11,884843;612
315;607110;AMBROGIO METANO;VIA FACCINI V. F64;COPPARO;728508;977223;44,909921;11,893682;612
353;671025;CADRIANO GANDOLFI;;FABBRERIA DI CADRIANO;690827;936160;44,551713;11,40146;531
353;671041;FRULLO (BIVIO);;BOLOGNA;692209;933514;44,527545;11,417858;503
353;671044;QUARTO CENTRO;;QUARTO INFERIORE;692547;933802;44,530045;11,422216;503
353;673001;CASONI;VIA NAZIONALE;CASONI;695416;944864;44,628767;11,462489;540
353;673004;CASONI BV SALETTO;VIA NAZIONALE 81-83;MALALBERGO;696784;947052;44,648072;11,480557;542
353;673011;ALTEDO;VIA NAZIONALE fr 139/a;ALTEDO;697259;949016;44,665605;11,487297;542
353;673014;VENTAROLA;VIA NAZIONALE BV VENTAROLA;MALALBERGO;697883;950630;44,679949;11,495785;542
353;673017;PEGOLA;VIA NAZIONALE 224;PEGOLA;698140;951286;44,685778;11,499278;542
353;673020;PEGOLA SCUOLE;VIA NAZIONALE 349;PEGOLA;698265;952442;44,69614;11,501302;643
353;673027;MALALBERGO;PIAZZA UNIT? D`ITALIA;MALALBERGO;700760;955032;44,718738;11,533778;643
353;674000;MELO (BIVIO);;MINERBIO;696419;942119;44,603804;11,474072;532
353;674007;CA` DE FABBRI RONCHI INF.;;ZONA INDUSTRIALE DEI RONC;695705;943399;44,615511;11,465571;540
354;4014;IPPODROMO;VIA CORTICELLA FR 87;BOLOGNA;686684;932350;44,518529;11,347965;500
354;4017;ISTITUTO ALDINI;VIA CORTICELLA 121;BOLOGNA;686701;932721;44,521861;11,348313;500
354;4602;ISTITUTO SERPIERI;VIA PEGLION 25;BOLOGNA;687954;935662;44,54799;11,365138;504
354;35001;CADRIANO BIVIO;VIA FERRARESE BV CADRIANO;CASTEL MAGGIORE;689720;936083;44,551313;11,387507;531
354;35014;LOVOLETO OSTERIOLA;VIA PORRETTANA FR 12;OSTERIOLA;691851;939225;44,579009;11,415482;531
354;35017;LOVOLETO;VIA PORRETTANA 34;LOVOLETO;692633;939976;44,585555;11,425604;531
354;35030;CA` DE FABBRI;VIA NAZIONALE 99/B;MINERBIO;694672;943658;44,618122;11,452661;540
354;35033;CASONI;VIA NAZIONALE 37;CASONI;695375;944788;44,628094;11,461943;540
354;35046;ALTEDO CASE NUOVE;VIA NAZIONALE KM 116+570;MALALBERGO;697348;947979;44,656254;11,48802;542
354;35049;ALTEDO SCUOLE;VIA NAZIONALE KM 117+580;ALTEDO;697335;948626;44,662077;11,488105;542
354;35502;ALTEDO;VIA NAZIONALE FR 139/A;ALTEDO;697252;949011;44,665562;11,487207;542
354;35509;VENTAROLA;VIA NAZIONALE BV VENTAROLA;MALALBERGO;697881;950623;44,679887;11,495757;542
354;35518;PEGOLA CENTRO;VIA NAZIONALE 278/A;PEGOLA;698318;951784;44,690208;11,501715;542
354;35525;SCALONE;VIA NAZIONALE 427;MALALBERGO;699530;954160;44,71124;11,517923;643
354;35528;MALALBERGO ROSSELLI;VIA NAZIONALE FR VIA ROSSELLI;MALALBERGO;700492;954969;44,718247;11,530373;643
354;35534;DISTILLERIA;VIA NAZIONALE 21;GALLO;701987;956226;44,729131;11,549727;643
354;38005;SCOLO LORGANA;VIA CHIAVICONE FR 40;MALALBERGO;697092;951080;44,684215;11,485987;542
355;36110;PONTE SCARANI;VIA BOSCHI FR 65;MALALBERGO;699280;951038;44,683231;11,513554;542
355;36113;SCARANI;VIA BOSCHI 95;MALALBERGO;700316;951496;44,687061;11,526793;542
356;3330;CASE NUOVE;VIA FERRARESE FR 227;BOLOGNA;688506;934862;44,540649;11,371789;500
356;3703;CASE SANT`ANNA;VIA FERRARESE FR P.L. 200;BOLOGNA;689029;935514;44,546377;11,378606;504
356;4313;BONVICINI;VIA CASONI P.L. 11;BOLOGNA;687616;932282;44,517675;11,359658;500
356;32042;CADRIANO MATTEOTTI;VIA CADRIANO 29;CADRIANO;690568;935680;44,547464;11,398025;531
356;32113;Z.I. CADRIANO MATTEOTTI 1;VIA MATTEOTTI BV MASSARENTI;CADRIANO;690323;935768;44,54832;11,394975;531
356;35001;CADRIANO BIVIO;VIA FERRARESE BV CADRIANO;CASTEL MAGGIORE;689720;936083;44,551313;11,387507;531
356;35014;LOVOLETO OSTERIOLA;VIA PORRETTANA FR 12;OSTERIOLA;691851;939225;44,579009;11,415482;531
356;35021;ARGINI;VIA NAZIONALE KM 109+270;MINERBIO;693631;941572;44,599641;11,438766;531
356;35030;CA` DE FABBRI;VIA NAZIONALE 99/B;MINERBIO;694672;943658;44,618122;11,452661;540
356;35037;CANALETTO;VIA NAZIONALE FR 38/A;MALALBERGO;696170;946056;44,639282;11,472441;540
356;35046;ALTEDO CASE NUOVE;VIA NAZIONALE KM 116+570;MALALBERGO;697348;947979;44,656254;11,48802;542
356;35503;ALTEDO GALILEI;VIA NAZIONALE (S.S. 64) 241;ALTEDO;697430;949516;44,670055;11,489645;542
356;35506;ALTEDO Z.I.;VIA NAZIONALE 164;ALTEDO;697487;949788;44,672486;11,490468;542
356;35509;VENTAROLA;VIA NAZIONALE BV VENTAROLA;MALALBERGO;697881;950623;44,679887;11,495757;542
356;35522;PEGOLA SCUOLE;VIA NAZIONALE 344;PEGOLA;698259;952433;44,696061;11,501223;643
356;35525;SCALONE;VIA NAZIONALE 427;MALALBERGO;699530;954160;44,71124;11,517923;643
356;35528;MALALBERGO ROSSELLI;VIA NAZIONALE FR VIA ROSSELLI;MALALBERGO;700492;954969;44,718247;11,530373;643
356;35538;GALLO FERRARESE;VIA NAZIONALE 65;GALLO;702289;956485;44,731375;11,55364;643
356;35541;S.P.I. DEP.METANO;VIA BOLOGNA 1453;FERRARA;703512;957624;44,741271;11,569524;643
356;35551;BUTTIFREDO;VIA BUTTIFREDO FR 19;SAN MARTINO;704151;961173;44,773005;11,579007;640
356;35554;BUTTIFREDO;VIA BOLOGNA 902;FERRARA;704105;961085;44,772227;11,578391;640
356;35557;UCCELLINO;VIA BOLOGNA FR 792 (S.MARTINO BV POGGIO;FERRARA;703533;963243;44,791798;11,572032;640
356;35564;COLDIRETTI;VIA BOLOGNA FR 637/B;CHIESUOL DEL FOSSO;704402;964706;44,804706;11,583594;600
356;35567;CENTRO CONGRESSI;VIA BOLOGNA 541;CHIESUOL DEL FOSSO;704777;965064;44,807818;11,588475;600
356;35570;BOLOGNA EX DAZIO;VIA BOLOGNA 290/A;FERRARA;705672;966001;44,815986;11,60016;600
356;36001;ALTEDO CHIESA;VIA DEL CORSO FR 9;ALTEDO;697312;948854;44,664134;11,487903;542
356;36110;PONTE SCARANI;VIA BOSCHI FR 65;MALALBERGO;699280;951038;44,683231;11,513554;542
356;36113;SCARANI;VIA BOSCHI 95;MALALBERGO;700316;951496;44,687061;11,526793;542
356;36123;BOSCHI BERNARDI;VIA BERNARDI 15;BOSCHI;702520;952292;44,6936;11,554894;534
356;38006;SCOLO LORGANA;VIA CHIAVICONE 40;MALALBERGO;697092;951073;44,684152;11,485984;542
356;38510;PONTICELLI CA` BIANCA;VIA GARIBALDI 12;GALLIERA;698236;955807;44,726412;11,502241;643
356;600025;SAN MARTINO BUTTIFREDO;VIA BUTTIFREDO FR. 19;SAN MARTINO;704185;961188;44,77313;11,579442;640
37;2112;PALAGI;VIA VIZZANI 8/12;BOLOGNA;688248;929414;44,491712;11,366559;500
37;2122;SPINA;VIALE FELSINA P.L. 38;BOLOGNA;689172;929130;44,488916;11,378066;500
37;2125;SPINA;VIALE FELSINA 39;BOLOGNA;689194;929157;44,489153;11,378353;500
37;2128;MARX;VIA LENIN FR P.L. 45;BOLOGNA;689833;928795;44,485729;11,386249;500
37;2202;MASIA;VIA BENTIVOGLI 89/A;BOLOGNA;688058;929944;44,496529;11,364364;500
37;2205;BENTIVOGLI;VIA BENTIVOGLI FR 13/A;BOLOGNA;688095;929573;44,493182;11,364694;500
37;3153;ROSSI;VIA ROSSI 9;BOLOGNA;687972;930182;44,498692;11,36337;500
370;600569;MODENA MARCONI (BV. D`ORO;VIA MODENA;FERRARA;705410;969438;44,846971;11,598239;600
370;600582;CASSANA PESA;VIA MODENA 336;CASSANA;702682;969686;44,849983;11,563852;600
370;600585;CASSANA CHIESA;VIA MODENA 583;CASSANA;702274;969828;44,851376;11,558751;600
370;603040;BONDENO PONTE RANA;VIA VIRGILIANA 20;BONDENO;690544;973475;44,887414;11,411811;663
370;603043;BONDENO EX AUTOSTAZIONE;VIA PIRONI ANTONIO 110;BONDENO;690888;973522;44,887745;11,416181;663
370;603111;SANTA BIANCA;VIA PROVINCIALE CENTESE [ SANTA BIANCA ];SANTA BIANCA;688909;970950;44,86514;11,390184;663
370;603114;BIVIO VIA SUORE;VIA PROVINCIALE CENTESE;BONDENO;687411;969241;44,850165;11,370607;663
370;604052;BIVIO ALBERONE;VIA RIGA [XII MORELLI] 62;CENTO;682394;965416;44,817062;11,305796;425
370;604068;VIA FINALESE 14;VIA FINALESE;FINALE EMILIA;683443;966508;44,826615;11,319447;425
370;604081;MONSIGNORE DI SOPRA;VIA MONSIGNORE [ALBERONE] 1;DODICI MORELLI;682291;963777;44,802346;11,303907;425
370;657007;VIA PER FERRARA 99;SP. 67 VIA PER FERRARA CIV.99;FINALE EMILIA;685777;967048;44,830868;11,349144;664
370;657010;SBARETTA;VIA CORREGGIO [RENO CENTESE] 607;RENO CENTESE;685268;966954;44,830155;11,342676;664
370;657013;PO VALLETTA;VIA RIGA [XII MORELLI] 18;CENTO;681486;963855;44,803253;11,293765;425
370;657020;FINALE EMILIA ZONA ARTIGI;SP468 VIA PER FERRARA FR. CIV. 4;FINALE EMILIA;682076;966719;44,828864;11,302244;425
370;657026;FINALE EMILIA AUTOSTAZION;VIA STAZIONE;FINALE EMILIA;681006;967072;44,832312;11,288845;425
371;600570;MODENA DUE ABETI;VIA MODENA 62;FERRARA;705117;969480;44,847433;11,594552;600
371;600573;MEDENA LEGNANO;VIA MARCONI 181;FERRARA;704686;969478;44,847539;11,589103;600
371;600634;FERRARA - AUTOSTAZIONE VI;;FERRARA;705666;968926;44,842292;11,601268;600
371;603012;BONDENO CAMPO SPORTIVO;VIA XX SETTEMBRE F 1;BONDENO;689986;973322;44,886187;11,404694;663
371;603038;BONDENO OSPEDALE;VIA VIRGILIANA;BONDENO;690836;972898;44,882146;11,415288;663
371;603041;BONDENO PONTE RANA;VIA VIRGILIANA F20;BONDENO;690537;973487;44,887524;11,411727;663
371;603044;BONDENO VIALE MATTEOTTI;VIALE MATTEOTTI GIACOMO 54;BONDENO;690962;973883;44,890972;11,417253;663
371;603051;MAGLIFICIO TASSI;VIALE XX SETTEMBRE;BONDENO;690385;973521;44,887871;11,409817;663
371;603134;DOGANA;VIA VIRGILIANA 18;BONDENO;679835;979729;44,946457;11,278535;665
371;603157;FONDO ROSSETTE;VIA VIRGILIANA 125;BONDENO;685061;977615;44,9261;11,343952;665
371;603160;CHIAVICA PONTE CA VERDE;VIA VIRGILIANA 58-118;BONDENO;685590;977046;44,920844;11,350441;665
371;603163;PILASTRI;VIA VIRGILIANA 94;PILASTRI;680297;979796;44,946943;11,284411;665
371;603166;LEZZINE SCUOLE;VIA VIRGILIANA FR 296;BONDENO;682988;978946;44,938609;11,318187;665
372;603012;BONDENO CAMPO SPORTIVO;VIA XX SETTEMBRE F 1;BONDENO;689986;973322;44,886187;11,404694;663
372;603051;MAGLIFICIO TASSI;VIALE XX SETTEMBRE;BONDENO;690385;973521;44,887871;11,409817;663
372;603144;STELLATA BARCHESSA;VIA ARGINE PO FR PL 5497;BONDENO;691093;979407;44,940619;11,420997;667
372;603147;STELLATA CIMITERO;VIA ARGINE LUPO PL 1400;BONDENO;690837;980244;44,948216;11,418072;667
372;641000;VIA SARTI 555;VIA SARTI 555;FICAROLO;692074;980238;44,947828;11,433736;666
372;641003;VIA SARTI 210;VIA SARTI 240;FICAROLO;692091;980546;44,950594;11,434068;666
372;641010;STATALE FORNACE;VIA ERIDANIA INCR VIA PUCCINI;FICAROLO;691980;982699;44,969988;11,433481;666
372;641013;LA PESA;VIA ROMA 808;SALARA;691216;983283;44,975447;11,424023;666
372;650000;SALARA MUNICIPIO;VIA ROMA 125;SALARA;691335;984191;44,983581;11,425875;666
373;603044;BONDENO VIALE MATTEOTTI;VIALE MATTEOTTI GIACOMO 54;BONDENO;690962;973883;44,890972;11,417253;663
373;603095;PONTE CHIAVICA LUIA;VIA IMPERIALE F517;BONDENO;678214;977661;44,928265;11,257274;426
373;603124;BURANA;VIA VIRGILIANA 25;BURANA;685682;976377;44,914802;11,35136;665
373;603134;DOGANA;VIA VIRGILIANA 18;BONDENO;679835;979729;44,946457;11,278535;665
373;603153;LEZZINE;VIA VIRGILIANA FR 327;PILASTRI;682388;979562;44,944304;11,310811;665
373;603156;RANGONA;VIA VIRGILIANA 162-168;BONDENO;684262;978820;44,937146;11,334275;665
373;603163;PILASTRI;VIA VIRGILIANA 94;PILASTRI;680297;979796;44,946943;11,284411;665
373;603166;LEZZINE SCUOLE;VIA VIRGILIANA FR 296;BONDENO;682988;978946;44,938609;11,318187;665
373;658000;VIA VALLI;VIA VALLI (SAN MARTINO SPINO);SAN MARTINO SPINO;676959;978231;44,933706;11,241582;426
374;600480;AGRIFUL;VIA MARCONI 39;FERRARA;705524;970009;44,852073;11,599912;600
374;600557;MARCONI RIGHI;VIA G.MARCONI 23;FERRARA;705489;969663;44,848971;11,599329;600
374;600634;FERRARA - AUTOSTAZIONE VI;;FERRARA;705666;968926;44,842292;11,601268;600
374;600785;DUE PEZZI - OPEL;VIA ERIDANO 22;FERRARA;704398;970141;44,853584;11,585729;600
374;600788;CAMPO LODI - CASELLO FERR;VIA ERIDANO;FERRARA;703339;971666;44,867602;11,572952;600
374;600792;LA VOLPE;BONDENO - FERRARA F126;FERRARA;701826;973879;44,887934;11,554699;662
374;600795;CA GUIRINA;BONDENO - FERRARA 79;FERRARA;701618;974097;44,889954;11,552155;662
374;600798;CASAGLIA SCUOLE;VIA RANUZZI 111;FERRARA;700619;975308;44,901127;11,539996;662
374;600801;CASAGLIA;VIA RANUZZI 16;CASAGLIA;700237;975261;44,900813;11,535143;662
374;600808;CA VIDARA;VIA BECCARI 179;FERRARA;698979;976496;44,912273;11,51971;662
315;607117;CA` ROSSA;SMAINA 9;AMBROGIO;730280;977871;44,915174;11,916396;612
315;607120;VIA SEMINIATO 7;SMAINA 22;COPPARO;731990;978776;44,922753;11,938447;616
315;607123;CIRLIN;SMAINA 37;COPPARO;733050;978872;44,923269;11,951905;616
315;607126;SANT`APOLLINARE;SMAINA 95;SANT`APOLLINARE;733727;978976;44,923981;11,96052;616
315;607133;COPPARO VIALE NORD;V.LE RICCI  I. 10;COPPARO;723833;975692;44,897645;11,833856;612
315;610002;PONTE BARCHESSA;SMAINA 102;COPPARO;736108;980720;44,93887;11,991463;614
315;610005;CORTE MARCIAS;JOLANDA DI SAVOIA - BERRA F33;JOLANDA DI SAVOIA;738332;975353;44,889879;12,017084;616
315;610012;JOLANDA VIA LUGHESINA;STR JOLANDA LUCCHESINA F13;COPPARO;733539;975004;44,888334;11,956308;616
315;610015;CA` NOVA ALBERSANO;SMAINA F1;JOLANDA DI SAVOIA;737890;981549;44,945727;12,014408;614
315;610025;BIVIO STRADA PODERALE 51;VIA CANOVA;JOLANDA DI SAVOIA;736836;981097;44,942017;12,000854;614
315;610047;LE CONTANE;JOLANDA DI SAVOIA - BERRA 39;CONTANE;740575;979405;44,925548;12,047375;614
315;610060;CASELLE CAPPELLONE;JOLANDA DI SAVOIA - BERRA 43;JOLANDA DI SAVOIA;738657;976084;44,896342;12,021539;616
316;607022;BERCO;VICOLO PRIMO MAGGIO 227;COPPARO;722682;974972;44,891533;11,818979;612
316;607032;COPPARO AUTOSTAZIONE;VIA ALDO MORO 17;COPPARO;723029;975054;44,892162;11,823404;612
316;607038;LA MENSA;VIA TORRE;COPPARO;724436;968755;44,835084;11,838414;621
316;607041;GARDI;FERRARA - FORMIGNANA 60;COPPARO;723851;969086;44,838244;11,831168;621
316;607077;VIA PROVINCIALE 59;VIA COPPARO F59;COPPARO;724344;973771;44,880212;11,839469;612
316;607080;SABBIONCELLO SAN PIETRO;VIA MARCHESA 4;SABBIONCELLO SAN PIETRO;722511;969621;44,843475;11,814469;621
316;607083;BORGO CAPITELLO;VIA MARCHESA 21;COPPARO;722138;971936;44,864406;11,810768;621
316;607086;PODERE MARTINI;VIA CANDELOSA 4;GRADIZZA;723666;971966;44,864197;11,830099;621
316;607096;CESTA;VIA PROV. PER COLOGNA 37;CESTA;726240;977726;44,91517;11,865212;612
316;609014;TRESIGALLO FRIGO;VIA NEVATICA 91;FORMIGNANA;728154;967897;44,826188;11,885009;621
316;609021;FORMIGNANA CARABINIERI;COPPARO - MIGLIARINO 22;FORMIGNANA;725724;969558;44,841896;11,855046;621
316;609024;FORMIGNANA;PIAZZA BRIGHENTI 5;FORMIGNANA;726188;969617;44,84228;11,860936;621
316;624005;PALMOLIVE;VIA DEL MARE 59;FINALE DI RERO;727812;966140;44,810501;11,879901;621
316;624015;BIVIO RERO;VIA PROVINCIALE COPPARO MIGLIARINO;TRESIGALLO;728923;965075;44,800569;11,893454;621
316;626001;MIGLIARO;VIA LUDOVICO ARIOSTO;MIGLIARO;735123;965093;44,798712;11,971752;625
32;14;PORTA MASCARELLA;VIALE BERTI PICHAT 1;BOLOGNA;687196;930499;44,501746;11,353732;500
32;34;PORTA CASTIGLIONE;VIALE GOZZADINI 21;BOLOGNA;686898;928667;44,485344;11,349324;500
32;50;PORTA SANT`ISAIA;VIALE VICINI FR 6;BOLOGNA;685193;929748;44,495508;11,328287;500
320;600195;ALFONSO D`ESTE MEDAGLIE D;VLE ALFONSO I D`ESTE 2;FERRARA;708196;967780;44,831251;11,632777;600
320;600668;LA VIGNA;VIA DEL MARE F278;FERRARA;711935;967372;44,82648;11,679857;600
320;600671;CASA BIANCA;VIA DEL MARE 273;FERRARA;712338;967435;44,826926;11,684976;600
320;600687;BIVIO DENORE VIA MASSAFIS;VIA A.SOFFRITTI 11;DENORE;723341;968752;44,835401;11,824576;621
320;600693;PONTE ADDOLORATA;VIA ROMEA NORD;FERRARA;717341;969696;44,845747;11,749158;620
320;600700;CONTRAPO`;FERRARA - FORMIGNANA 93;CONTRAP-;715316;969226;44,842136;11,723364;620
320;600703;BIVIO BAURA;BIVIO PASSO SEGNI - CORREGGIO F58;FERRARA;714965;968771;44,838151;11,718735;620
320;607035;PONTE CARINA BRAZZOLO;VIA S. CARLO 307;COPPARO;731023;976323;44,901015;11,925091;612
320;607045;SABBIONCELLO SAN VITTORE;FERRARA - FORMIGNANA 44;SABBIONCELLO SAN VITTORE;723415;969113;44,838624;11,82567;621
320;607058;BRAZZOLO DI AMBROGIO;SMAINA 48;COPPARO;729862;976458;44,902606;11,910466;612
320;607061;SMAINA 30;SMAINA F30;COPPARO;729081;976250;44,900988;11,900492;612
320;607064;PONTE CRISPA;VIA SALMASTRI;COPPARO;729347;974941;44,889134;11,903264;612
320;607087;PIOPPA VECCHIA;VIA OSSI F. F 61;COPPARO;728194;972491;44,867478;11,887579;612
320;607090;CORTE SBARRA;VIA ALTA;COPPARO;728176;974334;44,884054;11,88818;612
320;607138;VILLANOVA;VIA MASSAFISCAGLIA 312;VILLANOVA;721962;968673;44,835123;11,807116;621
320;609002;CODIRUSCO;COPPARO - MIGLIARINO 61;FORMIGNANA;726784;967470;44,822786;11,86751;621
320;609005;BORGO VACCARI;VIA BRAZZOLO 73;FORMIGNANA;726823;969712;44,842932;11,869003;621
320;609008;POSSESSIONE DELTA;VIA BRAZZOLO 38;FORMIGNANA;727842;971038;44,854528;11,882476;621
320;609015;TRESIGALLO FRIGO;VIA NEVATICA 21;TRESIGALLO;728165;967894;44,826157;11,885146;621
320;609018;VIA PROVINCIALE KM 5;COPPARO - MIGLIARINO 146 (? AL KM 4);COPPARO;723953;970839;44,853974;11,83323;621
320;609021;FORMIGNANA CARABINIERI;COPPARO - MIGLIARINO 22;FORMIGNANA;725724;969558;44,841896;11,855046;621
320;609024;FORMIGNANA;PIAZZA BRIGHENTI 5;FORMIGNANA;726188;969617;44,84228;11,860936;621
320;610011;JOLANDA;CSO MATTEOTTI 25;JOLANDA DI SAVOIA;735204;974665;44,884737;11,977207;616
320;610017;JOLANDA ZUCCHERIFICIO;TRESIGALLO - JOLANDA DI SAVOIA 18;JOLANDA DI SAVOIA;735238;974095;44,879602;11,977372;616
320;610024;BIVIO GHERARDI;TRESIGALLO - JOLANDA DI SAVOIA F8;JOLANDA DI SAVOIA;732198;970500;44,848282;11,937287;621
320;610027;TRESIGALLO CASA CANTONIER;VIA JOLANDA DI SAVOIA 12;JOLANDA DI SAVOIA;730755;969194;44,83701;11,918457;621
320;610043;CORTE TROTTO;LOC CISI 2;JOLANDA DI SAVOIA;735321;972620;44,866314;11,977737;621
320;610046;MOTTATONDA;LOC GHERARDI F1;JOLANDA DI SAVOIA;734396;969505;44,838616;11,964606;621
320;610049;GHERARDI;LOC GHERARDI 71;GHERARDI;733653;969470;44,838546;11,955201;621
320;610056;CORTE LAMA;VIA CANALONE F14;JOLANDA DI SAVOIA;731495;967678;44,82314;11,927117;621
320;624006;PALMOLIVE;VIA DEL MARE 4;FINALE DI RERO;727856;966158;44,810648;11,880465;621
356;600124;BUTTIFREDO;VIA BOLOGNA 902;FERRARA;704107;961104;44,772397;11,578424;640
356;600153;ISONZO AUTOSTAZIONE;CSO ISONZO 133;FERRARA;706324;968229;44,835834;11,609302;600
356;600388;CHIESUOL DEL FOSSO CHIESA;VIA BOLOGNA FR. 608;CHIESUOL DEL FOSSO;704654;964946;44,806792;11,586874;600
356;600446;BOLOGNA IPPODROMO;VIA BOLOGNA FR 137;FERRARA;706426;967186;44,826425;11,610168;600
356;665026;APOSAZZA;;BOLOGNA;688211;934044;44,533369;11,367781;500
356;665029;DOZZA;;BOLOGNA;688097;933479;44,528316;11,366141;500
356;665042;CIGNANI;;BOLOGNA;687014;931694;44,512542;11,351877;500
356;665045;CASONI;;BOLOGNA;687400;932347;44,518316;11,356966;500
356;665048;DEPOSITO ATC FERRARESE;;BOLOGNA;687475;932673;44,521229;11,358027;500
356;671027;CADRIANO NUOVA;;CADRIANO;690680;935931;44,549692;11,399526;531
356;671030;Z.I. CADRIANO BUOZZI;VIA BUOZZI 4;CADRIANO;689947;936103;44,551433;11,390369;531
356;671034;CADRIANO BIVIO;;CASTEL MAGGIORE;689718;936091;44,551385;11,387484;531
356;671037;LOVOLETO OSTERIOLA;;OSTERIOLA;691856;939225;44,579007;11,415545;531
356;671040;LOVOLETO;;LOVOLETO;692639;939994;44,585715;11,425687;531
356;671050;Z.I.CADRIANO XXV APRILE;VIA XXV APRILE FR. 34;CADRIANO;690281;936056;44,550922;11,394553;531
356;673000;CASONI;VIA NAZIONALE;CASONI;695380;944792;44,628129;11,462008;540
356;673003;CANALETTO;VIA NAZIONALE;MALALBERGO;696171;946071;44,639416;11,472459;540
356;673010;ALTEDO;VIA NAZIONALE 141;ALTEDO;697272;949030;44,665728;11,487467;542
356;673013;ALTEDO Z.I.;VIA NAZIONALE 164;ALTEDO;697492;949794;44,672538;11,490534;542
356;673016;PEGOLA;VIA NAZIONALE FR 220;PEGOLA;698143;951279;44,685714;11,499314;542
356;673019;PEGOLA CENTRO;VIA NAZIONALE 278/A;PEGOLA;698326;951789;44,690251;11,501818;542
356;673026;MALALBERGO;VIA NAZIONALE;MALALBERGO;700777;955023;44,718652;11,533989;643
356;674009;ARGINI;;MINERBIO;693610;941565;44,599584;11,438499;531
356;674012;CA` DE FABBRI;;CA` DE` FABBRI;694688;943660;44,618136;11,452863;540
357;3330;CASE NUOVE;VIA FERRARESE FR 227;BOLOGNA;688506;934862;44,540649;11,371789;500
357;3703;CASE SANT`ANNA;VIA FERRARESE FR P.L. 200;BOLOGNA;689029;935514;44,546377;11,378606;504
357;4018;ISTITUTO ALDINI;VIA CORTICELLA FR 121/A;BOLOGNA;686685;932681;44,521506;11,348097;500
